hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,18,611,95,1733,360,3344,61,1568,294,3546,683,4159,101,1588,456,4015,22471,6405,78,877,0,0
1-2,60075,38,7,700,0,0,13,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,34181,131,27880,65,128,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,214,550,215,648,959,1407,1348,2151,760,1528,1710,2275,174,734,1025,1728,28976,5413,129,497,0,0
4-5,194,595,322,1036,1692,2568,271,1865,2028,3796,2588,4264,197,1112,1230,2773,29373,6448,129,737,0,0
5-6,383,902,799,1495,9420,3622,10226,5370,9595,6323,12556,6325,1063,2176,10071,4893,316731,9146,1011,1619,0,0
6-7,266,401,223,1151,3523,3036,14133,6493,4022,5801,3932,5090,262,1497,2765,4213,69276,6556,908,1752,0,0
7-8,636,1190,643,1724,9877,3437,8096,5680,12955,6905,12178,6570,884,2451,10134,5097,171172,9075,804,1648,0,0
8-9,754,1579,536,1470,5819,3807,7359,5275,5358,6079,6393,6655,558,1951,5483,5461,208354,9109,1107,1942,0,0
9-10,325,1212,521,1425,5999,3610,11603,6809,7140,5680,7790,6163,831,2097,8705,5655,198613,7399,621,1801,0,0
10-11,3948,3361,1005,1823,11668,4098,10713,6183,10536,7543,14578,9264,1132,2454,12678,6084,396492,10363,1761,2793,0,0
11-12,797,2059,446,1642,6987,4092,11801,6761,8975,7013,8594,7373,751,2354,7350,5772,159121,9404,1302,2449,0,0
12-13,3776,3674,710,1608,8470,3943,7390,5564,8006,6515,10185,8180,957,2323,9477,6047,166600,8923,981,2298,0,0
13-14,1185,2771,575,1627,8981,3801,4983,4788,11458,7284,11281,7953,867,2200,8904,5529,117294,8295,801,2140,0,0
14-15,753,2072,458,1524,7252,3688,2997,4971,7795,6742,10378,7552,903,2265,9771,6682,180652,7997,1005,2216,0,0
15-16,2887,3396,593,1523,9706,3964,7117,6430,7375,6171,10192,7921,969,2363,10521,7237,391653,9906,1662,3099,0,0
16-17,1389,2850,283,1283,4572,3569,1792,4840,4956,5563,6372,6960,451,2124,4474,5006,86860,8111,935,2330,0,0
17-18,1107,2389,455,1162,6378,3722,2895,5073,6801,6488,7111,6425,641,2226,7272,6052,115725,8136,669,1795,0,0
18-19,81,801,438,1648,4208,3070,3601,6457,3806,5102,6259,6599,729,2512,5383,5818,208549,7917,582,1660,0,0
19-20,488,2000,243,1326,4202,3320,1452,4404,5609,5749,4997,5886,376,1894,4029,5071,72186,7190,618,1732,0,0
20-21,453,2335,203,1284,3174,3215,1361,4414,3791,5330,4703,6034,346,2196,4973,5881,53064,6678,603,2039,0,0
21-22,29,668,151,984,1604,2915,2681,5434,1723,4598,2015,5278,245,1953,2260,4943,173777,7982,429,1452,0,0
22-23,24,800,161,1464,790,2474,69,2314,917,3960,1146,3457,138,2185,837,3019,34837,6959,147,1072,0,0
23-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,2854,0,0,0,0
