hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,216,775,334,2067,1860,2422,274,3089,1876,4527,3155,5743,227,1842,1811,5325,45364,7314,276,968,0,0
1-2,35,408,288,1767,1451,2306,1118,6134,908,4162,2761,5090,281,2024,2157,5131,101388,6119,222,982,0,0
2-3,39,434,324,1844,828,2473,0,0,779,3453,1929,5144,149,1186,768,3788,4584,3912,57,381,0,0
3-4,33,415,270,1994,497,2002,199,2625,427,2974,1378,5099,129,1125,571,3411,6390,4631,51,403,0,0
4-5,415,1009,604,1903,2344,2700,1139,4403,2251,3588,4276,4463,569,2055,3192,5143,91909,7535,510,1370,0,0
5-6,303,1003,997,2254,6179,3266,31506,8504,7420,5510,9492,7099,845,2441,8270,6308,182946,8964,1059,2069,0,0
6-7,256,992,351,1502,2344,3275,5057,7612,2211,4165,3676,4945,345,1996,2843,5903,137466,7666,1160,2430,0,0
7-8,2232,2832,813,1703,8140,3194,11300,6955,7471,5730,12459,8176,948,2226,9050,5961,253348,8476,1809,2718,0,0
8-9,734,2144,399,1874,2706,2736,6349,6642,2085,4151,3684,5784,348,1706,2767,4383,145776,6397,564,1758,0,0
9-10,2075,2542,744,1640,5544,3363,7519,6139,4834,5372,7273,7370,715,1892,5579,5219,143691,7088,837,2045,0,0
10-11,1503,2249,827,1951,6822,3474,11068,7118,6884,6493,10380,7986,935,2282,9962,6447,155931,8287,1356,2890,0,0
11-12,330,1059,623,1893,6402,3344,9354,7487,7422,6298,10011,6948,834,2328,8229,5130,104513,8075,690,1788,0,0
12-13,773,1794,690,1786,6263,3340,7330,7307,6688,5798,9289,6293,1013,2681,8484,6303,296108,9746,1307,2251,0,0
13-14,703,1867,524,1708,3063,2585,5095,6144,2370,4937,4712,4893,587,2466,3762,5314,137001,7938,732,1724,0,0
14-15,578,1433,550,1894,4045,3036,4367,5058,3970,4878,6347,5713,584,2074,4766,5599,139127,8675,678,1659,0,0
15-16,271,1335,503,1343,4356,3186,4886,6339,4779,5517,6320,5930,803,2359,6053,6371,241093,8865,972,2048,0,0
16-17,2796,3088,305,1418,2815,3370,3031,4743,2543,2955,3614,4855,426,2394,4213,6004,144072,8665,714,1813,0,0
17-18,5575,5530,161,1331,2554,2966,1900,5784,967,3267,1571,4241,97,1063,2358,5455,99595,8550,771,2329,0,0
18-19,1716,3271,382,1896,3281,3240,3583,6029,2994,4705,4230,5238,591,2663,6382,6524,175304,8507,852,2426,0,0
19-20,1216,3309,199,1322,4794,3336,2325,4640,5319,4956,5290,5459,353,1694,6352,6064,94073,8187,729,2161,0,0
20-21,748,2143,411,1578,4137,3155,1709,5382,3497,5194,4775,5731,401,1830,4973,6029,195518,7840,525,1409,0,0
21-22,423,1193,1032,2067,7042,2985,1328,5956,6925,6909,10473,8145,1177,2631,9217,6591,241436,9824,861,1775,0,0
22-23,90,623,554,1665,4283,3102,2943,5017,4135,4747,5017,5870,699,2417,3708,5596,128465,8240,360,986,0,0
23-24,13,750,10,909,45,1625,61,5545,23,907,68,2266,31,1566,97,3275,15312,7487,417,3193,0,0
