hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
4-5,0,1202,0,132,0,0,120,0,0,640,4414,91,6599,4
5-6,0,112,0,20,0,0,13,0,0,57,29,0,231,0
6-7,0,0,0,27,0,0,4,0,0,38,29,8,106,0
7-8,0,763,0,13,0,0,48,0,0,681,372,4,1881,0
8-9,0,408,0,31,0,0,20,0,0,369,29,137,994,0
9-10,0,287,0,39,0,0,24,0,0,245,29,49,673,0
10-11,0,396,0,54,0,0,35,0,0,446,0,373,1304,0
11-12,0,249,0,7,0,0,18,0,0,318,31,65,688,0
12-13,0,0,0,3,0,0,0,0,0,22,0,32910,32935,54
13-14,0,1787,0,107,0,0,85,0,0,1013,228,0,3220,1
14-15,0,4191,0,130,14,0,348,0,0,4259,7904,2,16848,4
15-16,4,0,0,27,0,0,1,0,0,81,754,0,867,0
16-17,0,0,0,0,0,0,0,0,0,0,0,2,2,0
17-18,0,220,0,29,0,0,13,0,0,248,29,24,563,0
