hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,95054,44,28035,46,128,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,95054,43,28035,54,128,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-5,453,739,612,933,5834,2315,1020,1894,8594,3890,6097,3173,707,967,5216,3460,112573,5813,567,952,0,0
5-6,48,389,382,1349,1438,2696,296,1579,1710,4258,2981,4485,279,1372,1744,3970,32141,7803,596,1463,0,0
6-7,500,880,1171,2016,9132,3531,6811,4546,8927,6684,13626,7087,1656,2728,9370,5826,346375,10451,5988,3210,0,0
7-8,776,1408,950,1480,8581,3547,10901,6209,8487,6895,12926,7335,1358,2855,10219,6335,355314,10596,1935,3220,0,0
8-9,982,2116,494,1455,4245,2880,9109,6158,3513,4616,5454,5504,761,2563,5982,5841,398111,8114,1743,2887,0,0
9-10,1365,2293,713,1604,6832,3485,10362,6654,7257,6148,9561,7128,935,2494,7321,6412,264353,10138,2163,3459,0,0
10-11,1803,2604,1386,1514,9794,3567,5189,4091,8993,6199,13003,7784,1652,3370,11876,7034,416777,10267,2346,3645,0,0
11-12,3307,3443,901,1584,7165,3758,8504,5164,5643,5074,9569,7299,1232,3167,9175,5604,485973,10889,2043,3739,0,0
12-13,4815,3845,671,1554,7770,3831,8587,6690,6353,6350,7536,6687,1136,3225,8545,5900,388866,10823,1611,3354,0,0
13-14,1695,2169,744,1947,5478,3278,1565,4316,4508,4948,7217,7263,674,2621,5900,5265,165927,7941,1160,2744,0,0
14-15,2302,3109,881,1843,6325,3770,2069,3960,5782,5811,9663,7608,1185,3109,8059,5579,246197,10031,1269,2908,0,0
15-16,463,1350,770,2027,6174,3400,9113,6304,6462,6288,9776,8024,1071,2884,6758,5806,244294,9031,942,2454,0,0
16-17,838,2231,520,1510,5029,3376,2913,4854,5489,6131,7731,7359,717,2442,5311,6093,173087,9086,1488,3290,0,0
17-18,796,1886,455,1361,2877,3032,5714,5047,2648,4971,4643,6348,571,2290,3889,5351,182958,8720,900,2497,0,0
18-19,521,2339,254,1268,2182,2474,3734,4938,2062,4072,2935,5393,353,1659,2666,4428,115548,7567,492,1947,0,0
19-20,321,1690,241,1722,1538,2899,2191,3857,2360,5098,2374,5429,179,1232,1736,4417,79120,7420,533,2048,0,0
20-21,568,2283,254,1407,2432,2954,994,4850,2791,4282,3867,6026,328,1942,2784,5028,100183,8039,678,2302,0,0
21-22,324,1874,142,1354,728,3053,706,3985,523,3288,1247,5091,210,1979,1874,5583,46021,7473,504,2154,0,0
22-23,26,594,158,1229,289,2323,162,4043,203,2325,535,2904,127,1460,428,4377,19862,6414,48,781,0,0
23-24,6,316,64,2442,54,2076,0,0,30,1583,66,3150,6,354,34,1888,125,1650,6,375,0,0
