hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,0,0,1472,0,0,0,1472,0
1-2,0,2797,24,406,0,207,196,0,0,2370,6745,0,12745,8
2-3,0,254,0,40,0,0,24,0,0,156,57,0,531,0
3-4,0,99,0,19,0,0,8,0,0,72,28,0,226,0
4-5,0,200,0,38,0,0,16,0,0,148,57,0,459,0
5-6,0,102,4,18,0,0,22,0,0,74,229,0,449,0
6-7,0,206,28,36,0,0,19,0,0,150,57,8,504,0
7-8,0,2155,0,105,0,0,112,0,0,1137,115,0,3624,0
8-9,0,263,0,37,0,0,22,0,0,134,86,0,542,0
9-10,0,201,0,37,0,0,16,0,0,144,28,0,426,0
10-11,0,215,0,40,0,0,55,0,0,148,961,0,1419,0
11-12,0,266,0,40,0,0,60,0,0,116,205,0,687,0
12-13,0,1614,0,122,0,0,160,0,0,1105,4795,0,7796,1
13-14,0,557,0,90,0,0,79,0,0,472,4610,0,5808,2
14-15,0,422,0,70,0,0,29,0,0,370,182,491,1564,0
15-16,0,202,0,37,0,0,16,0,0,150,56,114,575,0
16-17,0,203,0,41,0,0,16,0,0,156,84,264,764,0
17-18,0,2102,0,113,0,0,149,0,0,1570,3577,0,7511,2
