hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,336,1614,68,1876,119,2474,185,3395,33,1180,66,3483,6,401,156,4049,4374,4364,30,850,0,0
1-2,48,509,274,1722,810,2737,13,1300,755,4634,1675,5070,144,1550,796,3810,5561,4331,42,807,0,0
2-3,9,281,113,1896,224,2590,94,3046,152,3524,317,3120,35,1178,217,2924,13068,6202,54,1279,0,0
3-4,85,777,381,1803,1267,2931,144,2464,1044,4626,2556,5209,346,2166,1543,5068,40765,7870,147,1307,0,0
4-5,1216,964,512,2122,2121,2675,2291,3845,1131,3248,2202,4602,378,1642,1849,4288,95884,7321,327,1463,0,0
5-6,1035,1481,307,1676,1590,2526,831,3294,1017,3276,2394,5433,203,1571,1467,3531,62234,6981,718,2194,0,0
6-7,779,1038,1056,1959,10144,3557,3694,3894,10316,5297,4330,6009,1068,2316,10406,5829,168947,8462,165,1542,0,0
7-8,368,856,1153,1781,6711,3109,5148,3798,6817,5382,0,0,1216,2618,7305,5866,338169,9163,0,0,0,0
8-9,411,1187,559,1587,2752,2791,2262,3373,1963,3460,0,0,544,2065,3616,4522,113503,7991,0,0,0,0
9-10,421079,5881,72511,5004,155231,4036,8721,6689,97214,6641,0,0,5136,4143,63369,6493,322573,9904,0,0,0,0
10-11,496088,5478,81360,5263,164656,4639,9222,5752,107229,7469,0,0,4728,4261,65592,7219,568860,11335,0,0,0,0
11-12,38089,3519,7616,3514,19978,4316,11156,5880,18053,6988,0,0,1706,3344,14668,6741,522102,10901,0,0,0,0
12-13,2369,3217,792,1576,6621,3671,10736,5972,5570,5811,0,0,996,2798,7166,6208,385881,10627,0,0,0,0
13-14,1242,2442,932,2015,6093,3230,5353,5578,5502,5995,0,0,1019,2973,6363,6699,242634,9934,0,0,0,0
14-15,498,1877,297,1202,3206,2949,5137,6284,3648,5170,0,0,515,1879,3789,4850,230018,9128,0,0,0,0
15-16,2392,3705,735,1462,6346,3546,9351,6308,5110,6250,0,0,840,2548,6727,6622,422870,10323,0,0,0,0
16-17,889,2071,427,1718,2338,3139,16063,7047,2089,5259,0,0,248,1879,1663,4160,100562,8161,0,0,0,0
17-18,1425,2288,642,1659,5656,3450,3111,4340,4504,5618,0,0,982,2638,6797,6126,308494,9800,0,0,0,0
18-19,395,1067,603,1637,3187,3021,3717,4703,2820,3438,0,0,722,2290,3430,5422,219885,9803,0,0,0,0
19-20,808,2171,497,1617,4567,3207,6193,5126,4314,4984,0,0,653,2182,4736,5698,268130,9975,0,0,0,0
20-21,665,1887,460,1497,3570,3217,3585,4913,2602,4443,0,0,616,2899,5786,6016,274406,9208,0,0,0,0
21-22,531,1798,211,1846,1522,3094,1153,2889,1086,3360,0,0,328,2552,2331,6298,125145,9263,0,0,0,0
22-23,12,433,179,1893,360,2140,16298,5795,316,3100,0,0,75,981,324,2359,2776,5191,0,0,0,0
23-24,42,602,226,2402,677,2471,22635,7182,538,3455,0,0,182,1733,873,3624,39285,7319,0,0,0,0
