hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,0,0,0,0,0,610,610,0
1-2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2-3,0,0,0,39,0,0,4,0,0,43,0,358,444,0
3-4,0,2466,0,29,0,0,126,0,0,1045,0,0,3666,2
4-5,4,62788,0,556,14,0,2163,0,0,39079,1779,289,106672,27
5-6,8,6137,0,218,7,0,548,0,0,7423,404,464,15209,4
6-7,26,28588,0,1064,42,0,1872,0,0,26762,146623,2440,207417,54
7-8,4,30284,0,502,40,0,4137,0,0,23603,48485,2958,110013,34
8-9,4,11032,0,287,21,0,5004,0,0,10049,239679,854,266930,73
9-10,12,11064,0,794,38,10,884,0,0,12024,4959,3635,33420,10
10-11,14,27360,71,1207,52,21,1771,0,0,26144,200574,4126,261340,70
11-12,591,14304,5,3012,42,192,7695,0,0,12112,22028,2689,62670,18
12-13,4831,48514,0,1513,22,14,3987,0,0,39274,233944,2476,334575,102
13-14,20,19880,0,1504,691,1672,1695,0,0,22064,4952,2122,54600,15
14-15,8,6077,0,421,12,1084,535,0,0,7188,505178,2035,522538,171
15-16,8,8269,0,360,0,0,794,0,0,8428,361,1401,19621,4
16-17,8,5278,0,597,0,17,478,0,0,4325,191246,2279,204228,55
17-18,4,9279,0,208,0,0,676,0,0,10743,43120,447,64477,20
18-19,4,12760,0,474,6,450,697,0,0,7381,132730,1534,156036,41
19-20,12,13192,0,151,0,798,828,0,0,10398,26000,1742,53121,17
20-21,8,28048,0,501,12,25,2040,0,0,32354,61366,926,125280,41
21-22,0,0,0,0,0,0,0,0,0,0,58030,1042,59072,24
22-23,0,16061,0,90,0,0,454,0,0,13773,95074,0,125452,85
23-24,0,0,0,0,0,0,0,0,0,0,1186,0,1186,0
