hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,3,300,48,1046,178,2677,241,4142,164,6833,443,4423,28,678,94,1681,1020,4798,6,312,0,0
1-2,8,479,48,884,152,2159,50,2525,91,2319,539,3482,69,1323,308,3635,2499,3022,12,339,0,0
2-3,9,336,104,1060,208,2751,47,2611,15,1500,33,3666,34,766,134,1930,132,1314,9,378,0,0
3-4,25,575,101,1087,425,2370,50,2281,498,3317,1479,4177,122,1537,576,3245,6249,4565,30,435,0,0
4-5,38,626,189,1446,591,2414,675,3474,518,3004,1468,4221,133,1123,737,3455,5201,4482,57,500,0,0
5-6,50,542,484,1656,2361,2808,25274,5392,2117,4681,4045,5679,357,2003,1944,4140,28371,5887,270,1226,0,0
6-7,272,1050,104,1204,1274,3240,1304,3356,1371,4220,1327,3322,148,1511,1470,3978,53881,7398,659,1764,0,0
7-8,314,1052,874,2052,5678,3399,1194,4362,5493,5916,9576,6765,983,2483,8480,6369,190369,9127,771,1751,0,0
8-9,623,2016,635,1985,3239,3109,5194,5970,2859,4469,4711,5251,694,2503,6773,7214,198716,8852,1279,2426,0,0
9-10,726,1631,748,1840,4624,3272,2759,4471,4186,5791,7079,6060,790,2370,5378,5191,149955,8502,678,1566,0,0
10-11,84,712,794,2138,6222,3152,10850,7392,6627,7289,7970,6988,546,1844,5157,5352,168806,7898,894,1832,0,0
11-12,638,1709,603,1584,7145,3011,13401,7690,7627,6882,10201,7371,718,2209,7890,5532,221306,9100,906,1731,0,0
12-13,269,1207,23759,2892,4215,3272,12196,7583,4322,5970,7396,7478,888,2242,6989,5915,182876,9273,1293,2349,0,0
13-14,933,2923,306,1555,4994,3320,7511,7505,5369,6168,6336,6748,557,1623,6592,6261,104598,8384,432,1552,0,0
14-15,636,1537,531,1880,4856,3423,3018,5009,4168,5696,6650,5968,635,1983,5464,5556,189560,9246,819,2070,0,0
15-16,570,1594,157,1049,3255,2883,2715,5947,3529,4632,3998,4763,421,1761,5530,5384,69416,7795,1096,2370,0,0
16-17,19915,3316,196,1409,2900,3107,4766,6359,3548,5710,3193,5101,312,1608,3463,4690,87756,7210,547,2144,0,0
17-18,1521,3576,272,1439,1879,2836,3651,5130,1981,4123,3369,5073,350,1563,2667,4352,62155,7333,294,1498,0,0
18-19,0,0,44,753,1191,3077,2130,5065,1965,4216,1768,4634,138,1245,1331,3909,51323,5951,240,1277,0,0
19-20,270,2326,31,890,810,2721,1866,4886,471,2645,1017,3374,112,1624,1306,5205,39672,6803,240,1635,0,0
20-21,810,2724,89,1129,980,3127,3962,5883,555,3871,751,2822,188,1538,1747,4697,155338,8188,648,1686,0,0
21-22,17497,6264,61,1225,550,2405,2745,5693,237,1982,541,2367,72,1044,459,3778,43176,6398,821,2196,0,0
22-23,232,4154,10,1000,167,4771,210,3843,7,411,39,1402,0,0,51,3923,7578,5371,373,2135,0,0
