hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
4-5,523,467,732,1074,2273,1450,2009,2233,1692,1887,3016,2490,467,889,2816,2385,129432,3110,1695,791,0,0
5-6,87,195,106,1774,77,537,0,0,448,584,818,1113,21,210,323,1422,318,463,311,423,0,0
6-7,6,106,80,1055,254,507,0,0,182,983,287,1653,24,307,59,448,94,477,12,220,0,0
7-8,9,84,96,1995,81,471,0,0,95,916,219,1117,21,177,184,630,1112,738,42,410,0,0
8-9,6,50,64,765,54,482,0,0,30,435,66,1306,6,135,34,314,86,645,30,678,0,0
9-10,6,240,64,2285,54,1610,0,0,30,1375,66,3025,6,375,34,1794,142,1634,21,910,0,0
10-11,6,142,64,1200,54,985,0,0,30,671,66,1770,6,220,34,842,98,1188,6,227,0,0
11-12,6,215,64,917,54,759,0,0,30,863,66,1322,6,316,34,524,148,948,21,600,0,0
12-13,6,203,64,954,54,775,0,0,30,1112,66,1535,6,238,34,886,118,1112,6,333,0,0
13-14,12,202,141,974,181,1308,0,0,107,1316,295,2139,22,362,101,1218,176,1373,21,422,0,0
14-15,9,233,109,1251,257,1544,0,0,30,1306,66,2062,19,486,67,1219,643,2174,12,377,0,0
15-16,6,261,64,1607,54,1460,0,0,275,1631,336,3055,6,375,106,1477,114,1448,6,375,0,0
16-17,6,215,64,1313,54,1460,0,0,30,1160,66,2239,6,316,34,1001,147,1192,15,536,0,0
17-18,9,250,96,1753,81,1153,0,0,45,1409,99,2417,9,392,51,1265,145,1351,9,375,0,0
18-19,6,261,64,2000,54,1637,0,0,30,1201,66,2357,6,375,34,869,433,1393,57,746,0,0
19-20,194,802,36,1288,81,1177,0,0,15,1666,33,2750,3,375,104,2306,1772,2217,3,375,0,0
20-21,6,54,64,1941,54,1743,0,0,30,1583,66,2750,6,375,34,1426,90,1291,6,375,0,0
21-22,9,274,96,2088,81,1557,0,0,45,1248,99,2750,9,347,51,1466,129,1534,12,395,0,0
22-23,6,243,64,1882,54,1743,0,0,30,1326,66,2874,6,375,34,1362,86,1455,6,375,0,0
23-24,6,272,64,2285,54,1637,0,0,30,1369,66,2750,6,333,34,1362,86,1590,6,401,0,0
