hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,101,0,19,0,0,13,0,0,56,5971,0,6160,3
1-2,0,372,0,55,0,0,33,0,0,172,58,0,690,0
2-3,0,1437,0,67,0,0,133,0,0,780,58,0,2475,0
3-4,0,616,0,73,0,0,41,0,0,654,86,0,1470,0
4-5,0,1207,0,118,0,0,114,0,0,1364,1752,0,4555,0
5-6,0,230,4,77,5,0,42,0,0,353,2564,0,3275,1
6-7,0,2672,16,386,0,558,165,0,0,1310,98748,8,103863,167
7-8,0,419,0,62,0,0,29,0,0,186,86,1,783,0
8-9,0,1770,0,75,0,0,94,0,0,845,141,0,2925,0
9-10,0,342,0,57,0,0,28,0,0,168,56,0,651,0
10-11,0,267,0,37,0,0,24,0,0,112,56,0,496,0
11-12,0,230,0,37,0,0,20,0,0,128,56,0,471,0
12-13,0,133,0,20,0,0,12,0,0,58,43,0,266,0
13-14,0,2186,0,132,0,0,173,0,0,2192,5595,0,10278,1
14-15,0,234,0,57,7,0,20,0,0,109,57,5,489,0
15-16,0,198,0,38,0,0,16,0,0,112,53,54,471,0
16-17,0,901,0,81,0,0,57,0,0,239,628,46,1952,0
17-18,12,4409,26,521,20,2,448,0,0,6536,61130,55,73159,23
18-19,12,4652,0,482,20,2,424,0,0,6132,72065,227,84016,23
19-20,0,1291,8630,78,0,0,115,0,0,929,15566,46,26655,19
20-21,4,1997,0,113,0,0,154,0,0,1677,6872,189,11006,4
21-22,0,1231,0,135,7,0,132,0,0,2041,50188,193,53927,17
22-23,8,3504,0,204,21,0,372,0,0,5495,48502,46,58152,18
23-24,8,4012,0,274,14,0,398,0,0,6246,52366,46,63364,20
