hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,2666,6,600,0,0
4-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,0,0
5-6,16,427,0,0,0,0,23220,16182,0,0,0,0,0,0,0,0,0,0,331,3254,0,0
6-7,0,0,0,0,83,2968,352,5565,90,6923,88,1241,6,666,116,2599,13058,4478,150,1396,0,0
7-8,0,0,16,425,561,2843,2743,7600,884,5606,1092,6078,90,1440,489,2974,2133,4116,21,473,0,0
8-9,5,555,10,1111,295,3238,975,4199,231,6411,393,3505,43,1087,234,3396,16453,6451,129,1793,0,0
9-10,0,0,0,0,1216,2921,97,4159,1800,4932,1341,3403,68,1441,1444,3040,2657,4695,60,1084,0,0
10-11,18,600,111,1255,1323,3357,34979,10152,804,5886,1703,5746,146,1641,1315,4875,89137,4782,297,1995,0,0
11-12,3,300,67,764,913,2617,163516,12166,1408,4377,1440,4454,133,1358,1449,3699,1615,3949,48,1237,0,0
12-13,5,500,33,648,940,3231,128861,11972,932,5094,1361,6403,56,1389,743,3579,1327,2810,90,1323,0,0
13-14,29,915,56,3733,1189,3513,1384,7520,736,5727,1025,5052,140,3532,1655,5834,102403,8546,165,2309,0,0
14-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,2975,6,600,0,0
15-16,0,0,0,0,0,0,355,3605,0,0,0,0,0,0,0,0,6,600,0,0,0,0
16-17,10,1000,0,0,54,3375,24,966,147,7350,101,4023,15,800,184,5381,0,0,369,5125,0,0
17-18,0,0,0,0,107,2862,0,0,362,4854,66,2528,12,729,10,1111,0,0,0,0,0,0
18-19,0,0,0,0,66,4125,0,0,241,5202,101,3303,12,450,68,4857,0,0,0,0,0,0
19-20,20,602,90,1432,571,2011,76,2971,792,3138,1068,3537,157,1292,1171,4278,23929,6234,210,1532,0,0
20-21,0,0,0,0,102,2175,0,0,228,2263,202,4556,36,1165,368,5274,5,500,0,0,0,0
21-22,0,0,0,0,229,2793,0,0,678,5184,108,2264,33,439,290,3860,0,0,3,375,0,0
22-23,23,656,130,1625,534,2568,47,1534,826,3805,922,3422,160,1316,771,4203,19278,7050,57,791,0,0
23-24,3,166,48,2134,357,3240,0,0,681,5533,455,5052,60,893,397,4914,43,1583,3,428,0,0
