hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
5-6,392,365,0,0,4936,1929,12935,4678,0,0,7888,3030,0,0,0,0,3151,1779,926,766,0,0
6-7,231,618,3327,1837,10492,3076,36198,5909,15824,4138,16200,7799,2400,1700,14040,3495,428164,7775,2030,1924,0,0
7-8,2472,2592,742,1757,9180,2988,9958,7351,9230,6423,10882,7213,1317,2854,9415,5892,478842,9974,2861,3063,0,0
8-9,1636,2314,787,1962,6657,2934,9932,6692,5328,5900,8225,7539,1324,3134,8410,6333,480609,10663,1491,2363,0,0
9-10,2376,3090,919,2362,6996,3206,9801,6922,6402,5904,10269,7371,1560,3416,10883,5660,421962,10252,2301,3179,0,0
10-11,1976,2513,852,1942,6070,3551,7194,6587,5417,6795,7708,7035,1154,2893,7540,5978,360913,11626,1773,3136,0,0
11-12,2212,3035,742,2050,6174,3618,6592,6682,5758,6990,8096,7038,1109,2886,7491,5471,349494,11087,1839,3264,0,0
12-13,2447,2909,1049,2362,6824,3700,7073,6740,5819,6432,8928,7514,1224,3125,7404,6136,314128,10603,1368,2683,0,0
13-14,2356,2595,961,2081,9772,3917,6591,6219,9073,7953,12286,8367,1135,2734,8672,6138,341334,11281,1296,2528,0,0
14-15,2845,3240,852,1906,6404,3806,3127,5537,7002,7210,7704,6434,1003,2635,7304,5760,281183,10406,1062,2427,0,0
15-16,1041,2596,562,1516,5145,3667,78103,12141,4720,6687,6727,5809,707,2347,4612,5769,195452,9784,938,2225,0,0
16-17,1720,3325,168,1344,2521,3327,41039,8660,1997,4316,2744,3925,215,1397,2319,4136,82993,8819,699,2130,0,0
17-18,241,1438,411,1329,4660,3390,4991,6828,4984,6022,5722,5832,451,2022,3675,4292,80499,8816,546,1646,0,0
18-19,377,1078,585,1693,7887,4194,3008,6410,8399,8277,9124,6675,874,2557,5854,5379,145860,9594,480,1464,0,0
19-20,456,1873,286,1345,6302,3737,2840,5505,8283,7294,9032,6771,768,2413,7510,5685,182500,9407,823,1937,0,0
20-21,635,2441,220,1409,2003,3154,1142,5133,1974,4804,2631,4482,244,1382,2329,3942,56708,8335,180,1120,0,0
21-22,48,928,190,1488,851,2816,846,7264,921,4187,1294,4379,188,1845,1430,3652,50224,7963,471,1912,0,0
22-23,20,694,97,1581,311,2724,219,4337,230,3022,538,2563,115,1589,373,4388,21155,7209,45,535,0,0
23-24,21,836,124,1353,457,3106,184,3551,348,4046,894,4904,104,1797,513,3125,23221,7276,84,826,0,0
