hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,172,2035,4,285,106,4076,21,1166,9,900,12,1333,0,0,85,3062,3351,9370,24,1397,0,0
1-2,0,0,0,0,0,0,2335,8207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,0,0,0,0,0,0,87,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-5,35,495,311,1644,1488,2650,765,5043,1380,4318,2269,4244,225,1679,1341,4465,30538,6477,99,909,0,0
5-6,243,1589,143,1452,644,1865,28227,7601,520,3220,1115,3906,115,1419,772,3401,12785,5896,397,1677,0,0
6-7,195,755,514,1720,2549,3053,16068,8812,2332,4588,3611,5088,480,1727,2535,4994,48278,7795,510,1472,0,0
7-8,320,1727,345,1537,2235,3281,12231,6631,1902,4634,3377,4235,516,2119,2685,5526,94981,7204,399,1409,0,0
8-9,78,947,275,1302,964,2637,5818,5150,1074,3389,2224,5054,271,1484,1556,5024,55491,6430,168,885,0,0
9-10,86,850,478,1800,2427,2781,15844,7549,2045,4620,4388,5124,784,3091,3428,5516,154006,8209,669,1610,0,0
10-11,774,3140,243,1210,2216,3026,11470,7189,1610,3854,2300,4079,464,2374,2655,5919,247156,8608,1197,2787,0,0
11-12,708,2259,112,973,1779,2907,20420,8092,1328,4672,2932,5078,350,2197,2289,4836,175251,7702,857,2376,0,0
12-13,239,1283,770,1783,3731,3322,12021,7777,3445,5677,5796,6358,872,2818,4897,6046,275062,9020,1206,2686,0,0
13-14,588,1925,281,1483,2013,2828,3957,6019,1366,4333,2544,5295,259,1814,2430,4566,93127,8014,603,1843,0,0
14-15,490,1776,263,1216,1761,2679,3914,5281,1180,4056,2429,4570,305,2071,2286,4003,76951,7667,753,2386,0,0
15-16,8208,3689,61,1031,932,2609,4568,5726,893,4923,1354,3997,200,1612,1390,4337,88203,6691,2134,3769,0,0
16-17,25616,4365,119,1318,664,2429,6421,6896,679,3784,1269,4648,178,1603,859,4507,120339,7911,318,1398,0,0
17-18,2050,7756,7,777,229,2493,3739,5482,290,4311,235,2868,67,2303,309,4268,28119,5546,369,1972,0,0
18-19,43,696,217,1740,1797,2702,3736,5012,671,3667,1398,3900,222,1974,1336,4297,42233,7489,192,914,0,0
19-20,235,4291,15,833,140,3138,3281,6573,9,541,50,2033,21,2625,102,2175,27250,5821,210,1509,0,0
20-21,10,909,17,451,0,0,3478,5613,0,0,0,0,0,0,0,0,4293,3574,27,955,0,0
21-22,17,372,22,683,0,0,2017,6469,0,0,0,0,0,0,0,0,154,1409,549,4234,0,0
22-23,12,687,181,2472,440,4036,966,3005,359,10878,830,13833,85,2022,337,5009,172,1753,15,508,0,0
23-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,3444,0,0,0,0
