hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,204,0,48,0,0,19,0,0,144,3091,0,3506,1
1-2,4,4377,0,261,7,0,301,0,0,4962,3780,0,13692,3
2-3,723753,8053,16,21664,20,2,717,0,0,8311,96087,110,858733,335
3-4,8,4952,0,331,14,0,423,0,0,6175,50245,6,62154,16
4-5,16,14355,0,1067,47,5,1320,0,0,13786,326136,377372,734104,1321
5-6,3479,2349,15265,412,1254,2,247,0,0,2241,135900,435717,596866,347
6-7,8,39222,47,94909,84368,319,102700,0,0,33627,274829,1800,631829,972
7-8,20,24272,47,2584,32,68,1660,0,0,19533,214703,1733,264652,70
8-9,16,21132,0,1655,41,18,1531,0,0,20642,261838,1713,308586,82
9-10,28,41882,40,3351,71,82,3055,0,0,35701,242557,839,327606,87
10-11,20,22336,119,2416,17414,169,1856,0,0,22472,290418,771,357991,97
11-12,16,50760,70,4350,45,264,3580,0,0,52956,326132,3260,441433,143
12-13,85,25196,81,2766,58,218,1966,0,0,22670,309176,1368,363584,97
13-14,8,13376,4,1980,6,54,992,0,0,11330,161618,259,189627,60
14-15,8,15291,0,777,9,2,1090,0,0,14011,331086,1310,363584,98
15-16,14125,47846,29,42584,335,16,2826,0,0,38025,231034,920,377740,119
16-17,16,13100,153,922,33,16,1157,0,0,13647,272578,2292,303914,81
17-18,27,23101,42,845,33,2,1445,0,0,19218,171553,1053,217319,70
18-19,1942,32559,103,1612,124,6,3159,0,0,36105,530287,2060,607957,166
19-20,8,3179,127,508,6,5,304,0,0,1651,149601,1618,157007,50
20-21,8,13595,0,1169,32,7,892,0,0,11800,71614,998,100115,25
21-22,0,236,0,43,0,0,20,0,0,133,29,129,590,0
22-23,0,206,0,38,0,0,16,0,0,148,56,1547,2011,0
23-24,0,236,0,49,0,0,20,0,0,130,57,747,1239,0
