hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,3199,3,333,0,0
1-2,3,150,32,2133,27,1928,0,0,15,1500,33,3666,3,300,17,2428,43,1491,6,461,0,0
2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,666,0,0
3-4,0,0,0,0,0,0,798,5645,0,0,0,0,0,0,0,0,14,762,0,0,0,0
4-5,182,1635,183,2123,375,1972,1205,5053,214,3845,534,3347,66,930,238,2637,6309,4233,24,424,0,0
5-6,184,1222,74,2406,309,2126,25822,7076,265,2720,298,2214,58,1012,565,3904,11397,5130,400,1995,0,0
6-7,9,287,168,1289,958,2325,4294,3666,1359,4009,1769,4387,125,903,876,3263,2580,4597,45,434,0,0
7-8,340,2175,186,2135,1032,2587,5446,6728,1607,4675,1550,4232,93,729,1252,4229,12179,5245,102,669,0,0
8-9,361,2212,158,1394,2134,3150,2710,5113,3450,6267,2854,5402,228,1359,2770,4892,14006,5485,105,633,0,0
9-10,126,1153,393,1942,855,2822,7748,6829,753,4624,1559,4015,239,1398,1209,4017,66146,5431,318,1344,0,0
10-11,238,1858,199,1196,1579,2481,9308,4766,2022,4281,3158,4758,287,1276,1835,3871,32203,5928,426,1219,0,0
11-12,414,2309,427,1504,1736,2397,5601,2546,1450,3401,3540,5394,576,1850,2564,4637,110878,7652,441,1341,0,0
12-13,275,1846,370,1703,1507,2649,5809,2779,1211,4560,2478,4690,366,1767,1844,4799,75758,7163,300,1338,0,0
13-14,635,1591,1192,2542,4057,2977,4880,2630,3269,5694,8752,7852,1186,2509,4871,5446,159453,8172,642,1761,0,0
14-15,1071,2325,724,1835,3929,3200,5633,6571,3154,5402,5805,5885,887,2337,4871,5846,166217,9063,960,2358,0,0
15-16,102,956,393,1469,2199,3059,755,6830,2294,4679,4292,5981,513,1840,2403,4760,37791,6387,222,1009,0,0
16-17,63,580,456,2010,1541,2775,63,3004,1499,4649,4030,6079,469,1749,1883,4605,42444,5810,231,1235,0,0
17-18,375,1983,337,1281,1385,2799,3464,6034,852,3341,2250,4702,441,1903,1884,5110,121915,7833,447,1756,0,0
18-19,853,2141,685,1534,2993,3111,2123,4827,2597,4677,7556,7967,675,2022,3511,5211,45583,6128,357,1439,0,0
19-20,320,1984,112,1315,509,2332,1348,4551,261,2409,1021,4829,99,1682,639,4271,37585,6003,63,592,0,0
20-21,0,0,28,940,958,2453,154,2738,1204,4060,1896,4388,213,1417,1221,4838,3255,5391,39,441,0,0
21-22,32,872,138,1183,660,2818,954,3208,511,3083,987,2973,258,1846,1172,4875,38989,6230,93,563,0,0
