hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,4,2610,0,131,7,0,246,0,0,3412,33667,20,40097,13
1-2,0,0,0,5,0,0,0,0,0,0,0,0,5,0
2-3,0,0,0,0,0,0,0,0,1472,0,0,0,1472,0
3-4,7,4084,0,483,0,14,263,0,1472,5851,36519,0,48693,36
4-5,12,11756,0,763,6,4,695,0,0,9699,47813,0,70748,21
5-6,32,57044,0,1319,17,3,4137,0,0,58018,378420,0,498990,137
6-7,4,25457,0,919,6,10,1682,0,0,18002,93086,0,139166,40
7-8,32,55701,0,1776,6,31,3909,0,0,52943,246934,0,361332,98
8-9,24,34025,0,1435,138,21,2558,0,0,35966,238835,911,313913,101
9-10,12,44297,0,1341,28,4,3413,0,0,46946,262559,2286,360886,97
10-11,40,79265,0,5528,67,96,5815,0,0,75342,552935,1894,720982,197
11-12,28,44645,0,1451,108,15,3069,0,0,36231,225397,3163,314107,84
12-13,36,58445,0,5120,20,146,4182,0,0,50698,216560,1433,336640,92
13-14,16,59087,0,2663,24,38,3845,0,0,50382,170122,1134,287311,83
14-15,16,61136,0,1797,38,48,4475,0,0,55481,263311,955,387257,105
15-16,32,66815,12,5929,13,1620,4851,0,0,64138,544228,1640,689278,188
16-17,1700,27425,136,716,4,10,2237,0,0,26132,155753,421,214534,57
17-18,970,48606,0,1833,271,24,3532,0,0,46303,181683,946,284168,75
18-19,16,29476,0,927,21,0,2292,0,0,34412,237641,665,305450,83
19-20,329,25262,37,1115,40,6,1773,0,0,20966,125791,440,175759,46
20-21,4,27012,0,798,20,21,2261,0,0,28863,120340,316,179635,48
21-22,4,9786,0,353,7,0,841,0,0,10970,264364,809,287134,78
22-23,4,4671,0,142,0,0,332,0,0,4614,25533,2,35298,10
23-24,0,0,0,0,0,0,0,0,0,0,1178,0,1178,0
