hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
3-4,47,22074,0,3239,28,214,1352,0,0,25766,6741889,2017,6796626,5654
4-5,0,1023,0,31,0,0,82,0,0,625,19827771,81,19829613,5507
5-6,4,2189,0,244,0,2,132,0,0,1415,13294694,161,13298841,4431
6-7,44,55773,163,4316,27,117,3490,0,0,48157,34637827,1719,34751633,11604
7-8,32,36558,0,3394,86,39,2576,0,0,35526,62788533,15230,62881974,17464
8-9,24,43455,0,4695,79,70,2619,0,0,36051,54891247,3530,54981770,15269
9-10,49084,891231,176,511320,4742,20851,59184,0,0,388492,77136889,3008,79064977,21890
10-11,174836,1538210,154,1339505,3860,62208,81451,0,0,722159,310646,3178,4236207,1210
11-12,56392,539872,0,456705,750,19823,28180,0,0,273645,967656,17996,2361019,597
12-13,8,27130,107,11391,63,55,2285,0,0,23770,466708,303839,835356,228
13-14,4,12762,0,1462,33,9,840,0,0,9158,77354,910711,1012333,280
14-15,19503,9991,9382,873,85,291170,817,0,0,5694,167199,708844,1213558,348
15-16,33,61740,0,5860,54,6487,3748,0,0,59173,155028,78361,370484,101
16-17,8,21374,0,1893,21,381,1740,0,0,25387,233259,2504936,2788999,771
17-18,12,25744,0,2051,34,206,2158,0,0,28751,510105,2297,571358,155
18-19,32,31316,0,2861,59,505,5831,0,0,31814,423122,1527,497067,134
19-20,20,27520,0,2315,75,6547,2070,0,0,30367,364577,1025,434516,118
20-21,4,11511,0,852,14,9,957,0,0,14687,124710,1225,153969,41
21-22,45856,4309,0,6788,21,12817,419,0,0,5049,73784,716,149759,70
22-23,4,2467,0,264,7,0,176,0,0,2295,24715,58,29986,8
23-24,8,4001,0,288,14,0,357,0,0,5879,35309,4,45860,11
