hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,2,0,0,0,0,0,2,0
3-4,0,5388,0,38,0,0,150,0,0,754,0,15,6345,8
4-5,0,19074,0,91,0,0,538,0,0,8074,86,1838,29701,12
5-6,0,18881,0,135,0,0,619,0,0,11752,0,1016,32403,14
6-7,8,47342,0,757,14,0,2181,0,0,31722,172037,1868,255929,68
7-8,20,26210,0,731,42,0,1879,0,0,25526,415,971,55794,16
8-9,8,12381,0,1817,13,31,896,0,0,9211,270885,1560,296802,80
9-10,16,41114,0,803,35,0,2026,0,0,31528,28598,1977,106097,32
10-11,28,40296,0,1841,77,35,2651,0,0,34889,343861,4174,427852,135
11-12,0,45049,0,1465,37,11,2152,0,0,27613,117066,2169,195562,63
12-13,12,48444,0,886,28,1,2106,0,0,32087,577774,3148,664486,181
13-14,4,9721,0,214,20,0,625,0,0,9150,58317,1008,79059,30
14-15,0,5615,0,66,0,0,298,0,0,3182,243319,2487,254967,102
15-16,0,14700,0,344,14,0,823,0,0,4681,2183,1913,24658,5
16-17,10,16491,0,415,0,12,1093,0,0,12757,37850,3203,71831,22
17-18,4,12672,0,791,43,325,950,0,0,11287,18896,1141,46109,13
18-19,0,2373,0,138,0,349,253,0,0,1494,311040,937,316584,86
19-20,4,1402,0,78,7,0,89,0,0,1288,64948,245,68061,21
20-21,25,5790,0,134,14,0,409,0,0,3871,59169,564,69976,21
21-22,0,917,0,12,0,0,59,0,0,962,7445,313,9708,5
22-23,0,216,0,42,0,0,14,0,0,239,9076,41,9628,5
