hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,198,0,43,0,0,20,0,0,144,107,0,512,0
1-2,0,302,0,88,0,0,24,0,0,213,56,0,683,0
2-3,0,0,0,26,0,0,1,0,0,56,29,0,112,0
3-4,0,308,0,67,0,0,23,0,0,152,56,0,606,0
4-5,0,1675,0,155,0,0,261,0,0,1636,42056,27,45810,11
5-6,4,4397,1,323,0,4,458,0,0,5274,49266,4,59731,19
6-7,8,10392,0,488,21,0,1461,0,0,13283,71128,266,97047,24
7-8,13,6282,0,817,18,24,648,0,0,5279,217132,1481,231694,75
8-9,12,19654,0,1566,26,142,1200,0,0,15933,142182,339,181054,56
9-10,4,20090,10,569,7,6,1775,0,0,26358,100648,698,150165,47
10-11,16,17300,12,1455,18,19,1612,0,0,18114,315072,650,354268,97
11-12,1,4671,0,1024,6,30,474,0,0,4208,144005,855,155274,50
12-13,4,5181,0,866,7,8,396,0,0,4001,42929,62,53454,13
13-14,0,204,0,34,0,0,21,0,0,130,1302,0,1691,0
14-15,0,1349,0,98,0,0,84,0,0,1008,3302,0,5841,0
15-16,4,1464,0,141,7,0,130,0,0,2008,20539,132,24425,6
16-17,0,199,0,38,0,0,16,0,0,112,86,0,451,0
17-18,0,1534,0,97,0,0,90,0,0,661,774,0,3156,0
18-19,0,199,0,39,0,0,16,0,0,130,56,2,442,0
19-20,0,202,0,44,0,0,16,0,0,146,58,0,466,0
20-21,0,244,0,44,0,0,20,0,0,130,84,0,522,0
21-22,0,302,0,62,0,0,24,0,0,216,56,0,660,0
22-23,0,399,0,72,0,0,32,0,0,294,116,0,913,0
23-24,0,223,0,48,0,0,18,0,0,150,56,0,495,0
