hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,3197,18,428,0,0
1-2,24,523,170,1946,639,2993,47,2235,567,3011,1470,5620,148,1496,545,3737,19535,6030,114,952,0,0
2-3,198,2320,141,943,533,2670,260,3175,278,2562,892,4962,183,2183,1088,4198,43768,7505,243,1577,0,0
3-4,39,793,211,1302,729,2570,94,2548,564,2985,1590,4603,191,1535,502,4075,29842,6085,138,1070,0,0
4-5,29,586,190,1239,482,2382,217,2863,360,2189,1178,4006,207,1798,1275,4290,29935,6620,234,1021,0,0
5-6,13,433,0,0,0,0,23870,7055,0,0,0,0,56,4307,0,0,16,432,332,1246,0,0
6-7,15,745,12,256,409,3366,397,3244,373,5233,503,2987,57,1727,552,5070,121,1295,406,3857,0,0
7-8,50,539,232,1025,757,2755,4851,6507,696,3720,1445,4014,190,1549,1164,4171,17721,5489,168,870,0,0
8-9,2514,3745,255,1109,821,2367,722,3486,756,3096,1510,4854,510,3199,801,2810,25138,6352,234,1285,0,0
9-10,59,567,334,1853,1237,2882,5091,4806,957,4687,2364,4781,397,2079,1748,4523,103007,8330,411,1465,0,0
10-11,680,2222,157,1078,1120,2679,16555,7985,500,2544,1069,3023,177,1146,1198,4150,65127,6761,431,1388,0,0
11-12,207,1466,306,1321,872,2667,6615,6164,637,3007,1802,4542,258,1547,1267,4095,48239,7416,252,892,0,0
12-13,3,200,63,619,483,1570,6388,6879,512,2597,505,1970,37,631,519,3219,2261,4270,84,622,0,0
13-14,95,702,373,1873,1169,2567,3866,6337,977,3019,2654,5123,319,1606,1548,5153,74862,7526,498,1276,0,0
14-15,221,1129,249,1247,1350,2392,4248,6211,1368,3474,2237,4645,365,2052,2338,5071,50919,7277,356,1148,0,0
15-16,95,1062,228,1540,987,2217,5130,6352,724,3116,1532,4005,283,1706,1491,4307,92799,7593,219,1069,0,0
16-17,405,1608,184,1281,974,2468,7146,6785,702,3084,823,2664,112,1109,993,5291,47961,6648,424,1597,0,0
17-18,222,1497,322,1186,1653,2637,5724,6200,1485,3424,2694,5178,366,1766,2143,5471,80505,7966,242,943,0,0
18-19,74,819,196,1268,1218,2416,4631,5931,1040,2619,1425,3594,232,1841,1351,4955,75620,5988,138,728,0,0
19-20,20,740,96,1345,655,2458,756,4971,556,3285,1330,3749,127,1349,672,4258,14598,5676,171,774,0,0
20-21,415,2276,226,1160,1188,2818,263,2849,907,3382,1756,4864,205,1527,1297,5661,29587,5714,147,788,0,0
21-22,390,2293,139,1306,635,2354,1253,4852,212,2094,746,2575,175,2544,970,5143,65410,6952,132,699,0,0
22-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,0,0
