hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,14,1997,0,165,7,0,250,0,0,2853,26330,43,31659,8
1-2,4,3001,0,203,7,0,210,0,0,4151,4479,0,12055,3
2-3,12,4872,0,429,20,2,446,0,0,5419,65379,99,76678,23
3-4,4,3583,0,156,0,0,278,0,0,4070,19065,4,27160,9
4-5,20,15954,0,1026,53,2,1377,0,0,16466,129794,196,164888,44
5-6,0,1074,28,287,6,0,134,0,0,947,41722,762,44960,13
6-7,1130,26955,4,2525,91,31,2181,0,0,28748,229197,1302,292164,77
7-8,20,25592,0,1752,221,35,2537,0,0,22359,186577,771,239864,77
8-9,180,18234,15,1446,87,16,1225,0,0,16940,163862,2388,204393,54
9-10,28,27537,0,2885,46,223,1965,0,0,28025,246853,1407,308969,100
10-11,32,23045,0,1675,38,4,1925,0,0,26519,233083,1428,287749,77
11-12,157,15550,0,999,19,2,1268,0,0,15377,96074,498,129944,42
12-13,36,29922,0,2237,62,70,2641,0,0,31684,338152,2839,407643,109
13-14,24,27526,14,1440,91,6,1984,0,0,24838,259313,1191,316427,103
14-15,51,62338,0,2778,79,11,4335,0,0,59235,347961,1455,478243,130
15-16,57,38091,0,1891,67,2,2524,0,0,40074,296675,1016,380397,123
16-17,2194,51539,86,3620,313,87,3720,0,0,44833,610543,1691,718626,196
17-18,24,27406,0,2905,93,85,1856,0,0,24691,416073,1266,474399,155
18-19,46,41270,0,4832,130,54,2899,0,0,29286,414737,1206,494460,134
19-20,29,32198,3452,2744,68,48,2355,0,0,33463,336020,923,411300,138
20-21,38,36011,0,2588,59,131,2541,0,0,33998,533630,1493,610489,167
21-22,8,6187,9,615,13,6,491,0,0,7023,45547,97,59996,19
22-23,0,3097,0,161,0,0,140,0,0,1766,1487,0,6651,1
23-24,8,4361,0,260,14,0,432,0,0,5895,47033,46,58049,17
