hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,232,0,39,273,0,26,0,0,108,5520,9,6207,4
1-2,0,271,0,40,0,0,24,0,0,104,58,0,497,0
2-3,0,42274,0,123,0,0,883,0,0,11952,56,0,55288,29
3-4,0,0,0,0,0,0,0,0,0,0,0,41,41,0
4-5,0,0,0,119,5,0,4,0,0,93,1453550,124,1453895,403
5-6,0,0,0,6,0,0,0,0,0,0,25535,172,25713,8
6-7,51,98757,0,3159,55,14,5347,0,0,64993,7536487,2634,7711497,2566
7-8,20,50732,0,1435,53,2,3109,0,0,39921,11338030,3138,11436440,3810
8-9,52,69523,0,4212,172,35,4956,0,0,54085,12401069,1353,12535457,3479
9-10,8,28977,0,1462,85,12,2111,0,0,23818,394339,836,451648,147
10-11,28,48838,0,3403,58,44,4031,0,0,47608,9794191,3855,9902056,2748
11-12,56,56267,0,5781,92,96,3309,0,0,37788,7592161,2410,7697960,2562
12-13,56,151509,0,5954,70,488,7001,0,0,88446,12076754,3116,12333394,3422
13-14,35,96650,83,1819,179,113,4321,0,0,47296,1373757,316,1524569,505
14-15,64,170928,0,4187,77,171,6722,0,0,97037,10385634,405,10665225,2958
15-16,24,44959,0,2567,27,34,2507,0,0,29936,4110028,699,4190781,1393
16-17,475332,33812,0,5192,28,42,2885,0,0,29299,10462980,1062,11010632,3187
17-18,20,19039,0,1199,40,16,1587,0,0,21755,5169033,667,5213356,2169
18-19,24,24299,0,1378,41,6,2072,0,0,23373,11616149,1245,11668587,3238
19-20,8,7057,0,1105,18,22,718,0,0,6022,2214362,383,2229695,926
20-21,4,2164,0,2913,198905,15,132,0,0,16850,46284,354,267621,181
21-22,0,199,0,39,0,0,19,0,0,130,29530,239,30156,24
22-23,0,387,0,56,0,0,35,0,0,171,373,0,1022,0
23-24,0,102,0,19,0,0,8,0,0,72,28,0,229,0
