hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,4,4019,0,184,7,0,307,0,0,4673,7651,0,16845,6
1-2,0,809,0,52,0,0,43,0,0,624,0,0,1528,0
2-3,0,7344,0,219,0,0,444,0,0,5352,1368,0,14727,3
3-4,0,18212,0,169,0,0,548,0,0,10655,23972,41,53597,18
4-5,8,8985,0,923,0,7,761,0,0,9330,182232,1131,203377,54
5-6,8,15971,0,1104,204,2,1288,0,0,15163,81137,286,115163,37
6-7,28,41126,0,1778,49,15,2668,0,0,28514,161990,668,236836,62
7-8,51121,82505,185,9507,7029,77279,5050,0,0,68109,407881,1127,709793,232
8-9,8770,72150,59,3480,1751,17207,4541,0,0,58905,259525,1091,427479,117
9-10,48,35119,0,2464,33,5238,2759,0,0,32681,222815,836,301993,96
10-11,48,89487,0,3340,61,25,6249,0,0,74463,594592,5091,773356,211
11-12,44,71338,0,4663,70,302,5376,0,0,67414,496659,2038,647904,212
12-13,20,50196,0,1956,67,8,3665,0,0,48560,473220,3047,580739,158
13-14,43,43761,0,2273,117,595,3320,0,0,44254,439117,1341,534821,175
14-15,32,35250,0,1626,66,30,2581,0,0,30320,295178,1686,366769,98
15-16,28,36328,10,2596,502,3655,2577,0,0,29144,197938,582,273360,73
16-17,1387,28532,142,2461,60,58,2356,0,0,26895,309928,1286,373105,153
17-18,2557,16062,70,1166,55,245,1234,0,0,12337,80856,461,115043,30
18-19,23,20827,0,1179,29,57,1737,0,0,19347,322428,1786,367413,99
19-20,3701,19794,14,1364,55,65,1490,0,0,13876,195111,1684,237154,63
20-21,132,16949,59,1071,293,95,1644,0,0,19512,253269,1254,294278,79
21-22,710,14171,0,1397,31,24,1162,0,0,13039,200444,847,231825,94
