hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,778,2885,0,0,0,0,0,0,0,0,2060,7842,6,600,0,0
1-2,0,0,0,0,0,0,348,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,0,0,0,0,0,0,13,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-5,0,0,0,0,0,0,651,5887,0,0,0,0,0,0,0,0,5756,4746,24,1416,0,0
5-6,30,576,10,833,307,4582,23220,12266,281,8781,360,5202,61,1486,435,3950,13873,5586,401,2384,0,0
6-7,0,0,0,0,24,1999,102,3502,0,0,3,333,0,0,0,0,1819,2931,246,3621,0,0
7-8,283,1743,70,656,1390,3736,25,2083,998,4051,1255,3964,151,1333,1624,4836,33409,6319,98,955,0,0
8-9,21,657,35,2500,43,3071,760,3881,24,2400,26,1444,19,1309,94,4434,12460,6275,45,1050,0,0
9-10,0,0,1,22,0,0,207,4931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-11,0,0,0,0,0,0,322,3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-12,0,0,0,0,0,0,3369,8376,0,0,0,0,0,0,0,0,4,444,21,681,0,0
12-13,0,0,0,0,0,0,181,5472,0,0,0,0,0,0,0,0,841,3015,3,333,0,0
14-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,363,0,0,0,0
15-16,7,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,400,0,0,0,0
19-20,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-21,10,909,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-22,0,0,0,0,0,0,10,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,333,0,0
