hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,12,7773,0,535,27,2,771,0,0,9663,71276,165,90224,23
1-2,0,358,0,27,0,0,25,0,0,290,725,0,1425,0
2-3,8,4882,0,246,7,0,404,0,0,6752,15084,0,27383,6
3-4,4,3589,0,245,14,0,348,0,0,4487,34398,4,43089,16
4-5,32,24274,0,1285,53,18,2069,0,0,27148,147016,207,202102,53
5-6,20,19117,0,1076,36,29,1571,0,0,16884,105746,497,144976,46
6-7,23,35035,0,2974,0,56,2494,0,0,25898,142753,711,209944,55
7-8,12,58301,0,5293,77,716,4034,0,0,51522,330606,1540,452101,148
8-9,24,46795,60,3413,125,280,3628,0,0,45082,683360,2123,784890,214
9-10,24,43510,180,1991,54,167,3741,0,0,42276,416318,1791,510052,167
10-11,46,65315,16,3504,70,379,5479,0,0,76237,643233,2306,796585,218
11-12,12,19511,0,1286,40,5,6357,0,0,20878,226265,1253,275607,89
12-13,96,49950,15,2845,78,439,6950,0,0,46159,692741,3260,802533,218
13-14,584,39429,10,3534,86,232,3602,0,0,34992,319934,1347,403750,132
14-15,28,53539,36,3391,69,349,6278,0,0,57938,531906,1408,654942,178
15-16,101756,33948,10,4113,39,1983,2836,0,0,33545,418862,2452,599544,219
16-17,8270,50208,260,2441,43,89,3940,0,0,51651,198657,1258,316817,86
17-18,647457,7072,145427,118904,96491,5,535,0,0,15100,80403,1263,1112657,605
18-19,20,49751,20963,1373,9885,57,6339,0,0,46853,105307,1225,241773,71
19-20,250,35606,9,1089,24,0,2846,0,0,32990,298426,1425,372665,120
20-21,32,55093,0,4118,50,57,4657,0,0,55980,444820,2005,566812,155
21-22,16,15936,0,1635,31,38,1388,0,0,17644,150157,1276,188121,60
22-23,12,8529,0,988,19,36,775,0,0,9910,108465,517,129251,35
23-24,0,1544,0,49,0,0,71,0,0,1140,58,0,2862,1
