hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,378,0,57,0,0,34,0,0,184,6756,0,7409,3
1-2,0,264,0,38,0,0,24,0,0,108,57,0,491,0
2-3,0,397,0,56,0,0,36,0,0,164,85,0,738,0
3-4,0,51,0,16,0,0,47,0,0,105,29017,0,29236,24
4-5,0,136,0,19,0,0,12,0,0,56,649,0,872,1
5-6,0,0,0,18,0,0,3,0,0,7,29,0,57,0
6-7,0,102,0,18,0,0,8,0,0,72,28,0,228,0
7-8,0,104,0,18,0,0,8,0,0,72,28,0,230,0
9-10,0,118,0,2,0,0,10,0,0,172,21,0,323,0
10-11,0,0,0,0,0,0,4,0,0,0,126,0,130,0
11-12,0,234,0,38,0,0,20,0,0,126,55,0,473,0
12-13,0,1134,0,87,0,0,83,0,0,603,472,0,2379,0
13-14,0,1325,0,96,0,0,95,0,0,897,2614,0,5027,1
14-15,0,1291,0,92,0,0,81,0,0,231,795,0,2490,0
15-16,0,332,0,44,0,0,39,0,0,857,1924,27,3223,1
16-17,0,1372,0,101,0,0,71,0,0,769,2346,44,4703,1
17-18,0,1317,0,44,7,0,148,0,0,1762,2098,0,5376,1
18-19,0,365,0,54,0,0,32,0,0,186,86,0,723,0
19-20,0,100,0,18,0,0,8,0,0,74,28,0,228,0
20-21,0,133,0,18,0,0,12,0,0,58,29,0,250,0
21-22,0,342,0,56,0,0,28,0,0,194,84,0,704,0
22-23,0,403,0,54,0,0,36,0,0,174,86,0,753,0
23-24,0,99,0,19,0,0,8,0,0,72,29,0,227,0
