hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,3,333,35,1609,0,0,316,4674,0,0,0,0,16,1600,42,4200,178,3801,3,333,0,0
1-2,5,416,30,555,276,2300,25,3125,212,2124,787,3904,66,1083,318,4372,2928,3527,24,484,0,0
2-3,9,313,119,1520,434,2479,4,400,369,3822,776,6122,60,962,270,4801,949,4312,15,410,0,0
3-4,0,0,13,532,124,1713,140587,11125,184,1976,398,3527,13,705,207,2817,1336,6984,9,361,0,0
4-5,21,802,82,1694,480,3907,303,3165,372,3338,881,5092,109,1303,491,4575,17483,7245,87,1110,0,0
5-6,6,303,117,2490,108,2113,0,0,86,4538,386,7437,30,1666,108,4133,201,2196,6,354,0,0
6-7,16,461,35,1083,0,0,23246,8418,0,0,0,0,15,1000,42,3818,43,1558,293,2037,0,0
7-8,8,444,105,1083,967,2408,150,3500,1198,3596,1942,4643,142,1232,943,3782,3004,3485,33,581,0,0
8-9,15,666,68,886,258,2131,69,2575,278,2709,305,2313,34,1095,140,2362,12938,4494,105,691,0,0
9-10,23,555,115,1287,343,2292,353,3386,281,2716,966,3595,117,1588,437,3626,11049,4312,114,734,0,0
10-11,3,375,47,1182,119,2294,1445,4672,143,3607,31,677,39,1756,200,4028,16060,5193,105,1741,0,0
11-12,14,250,122,1161,434,2694,47,2763,412,2897,1102,4062,66,1237,356,3418,1194,2868,74,634,0,0
12-13,3,230,35,1521,54,2571,47,2937,43,4300,190,9500,15,1666,42,3230,51,1103,3,375,0,0
13-14,6,275,70,1485,108,3000,0,0,86,4300,382,5308,30,1583,84,3948,282,1537,42,756,0,0
14-15,32,619,217,1372,878,2704,119,3392,721,2457,1775,4343,195,1335,904,4453,21717,6188,111,762,0,0
15-16,18,636,103,1548,543,2351,407,4844,578,5131,840,4214,77,1470,607,3357,17675,4922,90,1228,0,0
16-17,17,534,106,1737,924,2404,97,2876,956,3368,1728,4922,145,1515,965,4592,3362,4745,30,480,0,0
17-18,29,603,284,1320,938,2207,94,2252,918,2590,1965,4453,165,1403,1016,3635,20135,5918,57,733,0,0
18-19,20,807,33,1194,936,2811,94,2759,1340,4925,1128,3672,65,1467,694,4327,13425,5128,111,1071,0,0
19-20,15,854,109,1482,318,3236,357,3772,874,6119,272,2510,34,2380,225,5193,19966,4900,87,1040,0,0
20-21,169,2477,81,1822,235,2856,126,2503,256,3680,396,3356,55,2206,181,4087,6964,4431,42,674,0,0
21-22,6,375,70,1523,108,2785,24,510,86,4777,377,8993,30,1687,84,4958,86,1770,6,354,0,0
22-23,3,375,35,2058,54,2347,47,2763,43,4777,187,8500,16,592,42,3230,43,1857,6,333,0,0
23-24,6,354,70,2123,108,2512,25,1923,86,3307,370,8825,30,1514,84,2900,86,1787,6,354,0,0
