hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,237,0,45,0,0,24,0,0,128,529,546,1509,0
1-2,0,307,0,71,0,0,24,0,0,228,58,0,688,0
2-3,0,199,0,45,0,0,16,0,0,145,56,0,461,0
3-4,0,1513,0,91,0,0,88,0,0,598,958,43,3291,0
4-5,12,9472,0,657,27,5,690,0,0,7103,65586,460,84012,21
5-6,8,4400,24,199,0,0,225,0,0,4137,32684,17,41694,14
6-7,24,34047,15,1661,68,4,2647,0,0,32849,213380,802,285497,77
7-8,28,41700,0,1480,28,5,2822,0,0,32709,225931,1326,306029,98
8-9,24,33812,15,1607,94,76,2517,0,0,26774,224510,1776,291205,78
9-10,24,18887,0,927,64,0,1669,0,0,23457,255207,1458,301693,98
10-11,43,35075,0,2420,137,12,3060,0,0,37489,780323,3569,862128,235
11-12,59,33009,0,3087,91,41,2812,0,0,28898,517087,2299,587383,192
12-13,20,40103,0,2282,56,43,2954,0,0,27988,256501,853,330800,89
13-14,34,32695,0,3609,34,238,2696,0,0,40353,282410,472,362541,101
14-15,44,57625,0,2466,54,11,3994,0,0,48017,249433,942,362586,99
15-16,52,40756,0,2969,153,15,3601,0,0,42963,393395,2599,486503,159
16-17,41,37826,0,4176,61,45,3017,0,0,30344,572092,3673,651275,177
17-18,32,31981,4,3413,90,114,2428,0,0,24510,388811,2385,453768,147
18-19,14,44997,0,3904,82,141,3380,0,0,43907,449950,1424,547799,148
19-20,8,14398,0,667,6,16,1170,0,0,15263,177175,443,209146,68
20-21,37,21877,41,1164,22,42,1754,0,0,23168,233963,477,282545,76
21-22,0,413,0,86,0,0,39,0,0,242,336,166,1282,0
22-23,0,267,0,44,0,0,26,0,0,128,56,0,521,0
23-24,0,230,0,37,0,0,20,0,0,124,57,0,468,0
