hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,4,0,0,0,284,617,905,1
1-2,0,2913,0,27,0,0,144,0,0,645,28,0,3757,2
2-3,0,2427,0,5,0,0,112,0,0,1321,163,0,4028,3
3-4,0,0,0,0,0,0,0,0,0,0,0,15,15,0
4-5,0,4865,0,241,0,0,267,0,0,2823,3066,36,11298,2
5-6,8,6602,46,271,21,0,349,0,0,5471,12919,491,26178,9
6-7,16,26609,17,1250,40,64,2084,0,0,24171,403248,1663,459162,125
7-8,68,48016,0,4022,178,55,4248,0,0,46179,660587,3685,767038,210
8-9,48,27527,0,2973,103,51,2275,0,0,24560,603229,3288,664054,180
9-10,52,28055,0,4172,147,75,2359,0,0,25281,602329,4113,666583,182
10-11,48,33078,0,2397,36,134,1853,0,0,23422,177437,1981,240386,64
11-12,28,37359,0,2353,77,39,2073,0,0,22974,480084,3475,548462,149
12-13,12,21107,0,1385,12,22,1187,0,0,16919,227905,1037,269586,72
13-14,20,32861,0,1070,48,2,1392,0,0,20002,168923,590,224908,60
14-15,28,25963,0,3128,92,66,2014,0,0,23119,481400,2219,538029,146
15-16,16,17631,0,2880,63,70,1238,0,0,16066,164719,774,203457,53
16-17,16,41727,0,1918,118,43,1709,0,0,19246,133760,694,199231,53
17-18,12,6575,0,902,62,31,434,0,0,5410,85148,280,98854,76
19-20,34,17056,0,1647,71,20,1336,0,0,20179,127183,1727,169253,53
20-21,0,0,0,20,0,0,6,0,0,66,29,278,399,0
21-22,0,99,0,0,0,0,7,0,0,16,0,291,413,0
23-24,0,0,0,0,0,0,1,0,0,0,424,0,425,0
