hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,4,3471,0,163,7,0,302,0,0,3755,48648,319,56669,16
1-2,0,0,0,0,0,0,0,0,0,0,84,68,152,0
2-3,0,0,0,0,0,0,0,0,1472,0,0,0,1472,0
3-4,16,7588,0,537,1554,2,644,0,0,10665,77155,59,98220,27
4-5,12,14234,0,726,20,1,1010,0,0,12516,88096,129,116744,30
5-6,28,34015,0,2140,152,29,2740,0,0,34193,357591,1350,432238,117
6-7,12,21275,0,1507,24,54,1532,0,0,17374,306978,1252,350008,94
7-8,20,67481,0,5693,90,422,5396,0,0,58849,636243,1657,775851,212
8-9,48,50514,0,3226,107,128,3498,0,0,45675,362162,746,466104,126
9-10,16,46416,0,3248,70,498,3465,0,0,44099,311331,945,410088,111
10-11,455,54599,9,3216,768,114,4239,0,0,53509,472079,2535,591523,161
11-12,436,54219,9,3037,235,43,4272,0,0,46479,503881,1917,614528,167
12-13,44,43297,0,3051,86,22,3483,0,0,43639,516471,1746,611839,167
13-14,28,58696,0,2606,52,333,3290,0,0,42307,257637,2431,367380,99
14-15,20,55698,17,1927,89,78,4036,0,0,51100,458335,1129,572429,157
15-16,28,41804,14,2176,70,512,3120,0,0,41092,433293,1921,524030,142
16-17,12,35697,0,2195,26,84,2772,0,0,29228,232947,1155,304116,81
17-18,0,13624,0,519,0,33,848,0,0,6068,26263,332,47687,37
18-19,27,35995,0,1312,293,2,1937,0,0,22584,229460,467,292077,118
19-20,28,36038,24,2862,53,96,2541,0,0,32148,208857,226,282873,76
20-21,4,12337,0,309,27,0,928,0,0,8726,58199,112,80642,21
21-22,0,9802,0,1384,4,13,830,0,0,8551,237114,807,258505,69
22-23,0,2107,0,123,6,1,178,0,0,1865,37587,12,41879,21
23-24,0,3424,0,76,0,0,180,0,0,912,7487,0,12079,46
