hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,473,0,59,0,0,28,0,0,591,58,58,1267,0
1-2,0,1230,0,58,0,0,118,0,0,1425,2354,2,5187,0
2-3,0,959,0,74,7,0,63,0,0,1374,1733,1,4211,0
3-4,4,982,0,90,7,0,132,0,0,1958,18477,40,21690,5
4-5,0,294,0,68,0,0,32,0,0,272,15052,89,15807,4
5-6,0,226,0,1,0,0,12,0,0,198,0,39,476,0
6-7,0,0,0,29,0,0,4,0,0,50,29,8,120,0
7-8,0,112,0,0,0,0,11,0,0,8,25,2,158,0
8-9,0,228,0,37,0,0,18,0,0,112,56,2,453,0
9-10,0,0,0,0,0,0,1,0,0,0,2580,14,2595,2
10-11,0,0,0,0,0,0,0,0,0,0,0,26,26,0
11-12,0,0,0,0,0,0,0,0,0,0,0,55,55,0
12-13,0,0,0,19,0,0,1,0,0,47,29,2,98,0
13-14,0,434,0,38,0,0,38,0,0,183,112,0,805,0
14-15,0,111,0,17,0,0,9,0,0,53,29,50,269,0
15-16,0,0,0,0,0,0,0,0,0,0,0,56,56,0
16-17,0,0,0,20,0,0,1,0,0,49,29,2,101,0
17-18,0,112,0,0,0,0,8,0,0,8,0,44,172,0
