hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
5-6,14559,1104,17764,66267,0,24802,128,0,0,717,44220,565,170126,164
6-7,0,4020,0,289,6,4,289,0,0,4019,11736,2312,22675,5
7-8,0,5226,0,299,99,10,309,0,0,2700,59325,2234,70202,17
8-9,0,4173,0,93,0,0,316,0,0,3303,34772,587,43244,11
9-10,4,1504,0,191,18,0,127,0,0,1778,39042,2662,45326,10
10-11,0,3158,0,162,6,239,287,0,0,3386,21821,2800,31859,6
11-12,17,4266,0,678,13,19,418,0,0,5864,55082,2442,68799,17
12-13,0,3911,0,276,14,0,313,0,0,3647,19190,1482,28833,7
13-14,0,1290,0,89,0,0,87,0,0,900,10689,1594,14649,2
14-15,4,1311,0,101,7,0,146,0,0,1181,37770,1312,41832,10
15-16,4,9013,0,90643,0,0,711,0,0,7956,29425,681,138433,55
16-17,0,716,0,129,13,2,115,0,0,750,24010,1192,26927,20
17-18,0,1733,0,31,0,0,139,0,0,1054,655,863,4475,1
18-19,4,7943,0,24735,235672,12,698,0,0,36078,70312,1918,377372,233
19-20,0,0,0,37982,28781,0,1,0,0,20337,0,1092,88193,55
20-21,0,862,0,109,0,0,105,0,0,1128,72,1065,3341,0
21-22,0,3528,0,96,1,0,200,0,0,1712,1233,136,6906,2
22-23,0,0,0,0,0,0,0,0,0,0,336,0,336,0
