hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,87,2160,0,0,263,3026,119,3143,18,803,312,6932,36,2000,3,333,0,0
2-3,27,547,16,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,354,0,0
3-4,3,300,142,3192,0,0,87,2797,0,0,0,0,16,1777,39,3545,132,2033,6,666,0,0
4-5,21,416,237,1649,4735,3752,1004,4420,9065,6173,2103,4447,215,1419,1315,3123,3922,4547,132,1350,0,0
5-6,319,1088,736,2648,2886,3509,1627,4960,3114,6303,5022,7978,551,3258,3181,5418,118526,6296,1204,2672,0,0
6-7,986,1605,1435,2567,6892,3529,7896,7362,6484,7165,11187,9058,1542,3584,8279,5527,372996,8179,2076,3645,0,0
7-8,246231,3733,43365,3338,97895,3816,11721,7594,63922,7255,43012,8553,3480,3824,38056,5862,428538,8922,2627,4397,0,0
8-9,131966,4067,26825,3279,35982,3492,7698,7152,21769,5118,17733,6203,1876,3822,16402,4760,441211,9219,1672,3587,0,0
9-10,311552,4519,50572,4034,57781,3718,8907,7353,36226,6021,24421,5556,2054,3499,23180,5920,293433,8742,21871,6795,0,0
10-11,110387,3691,17487,3772,51533,4166,11587,7131,41778,8714,33964,8016,2014,3861,25851,6424,360237,9320,2228,3334,0,0
11-12,1198,2697,427,1485,4020,3587,6845,6562,3741,6315,5464,5997,777,2996,5553,5699,263305,9267,7857,5686,0,0
12-13,1260,2841,372,1731,2572,3412,5462,6873,2188,4978,3275,5042,636,2583,3338,5594,197093,8224,11712,6393,0,0
13-14,1267,2297,688,2659,3139,3341,3025,5478,2653,5868,5433,7407,559,2109,3093,5212,125387,8144,750,2130,0,0
14-15,116,823,442,1503,5327,4143,1387,4893,8237,7083,4509,6187,552,2248,3235,4753,155480,7083,765,2139,0,0
15-16,863,2541,640,1998,3307,3567,6858,6369,3094,5284,4499,5887,766,2676,4035,5575,290325,8711,933,2447,0,0
16-17,265,1284,279,1540,3399,3455,2612,4871,3928,6625,4587,5376,383,1817,3605,5070,98252,7754,390,1350,0,0
17-18,177,1248,342,1259,1956,2891,2227,5860,1978,4491,2872,5183,408,2313,2149,4688,96333,7587,399,1805,0,0
18-19,225,1602,409,1689,1822,3518,5260,6567,2201,4277,2618,4503,499,2557,1871,4295,139575,8192,429,1487,0,0
19-20,1469,4086,109,654,907,3764,2753,6135,189,1569,420,2764,105,2437,941,4130,83807,7343,711,2262,0,0
20-21,818,2872,252,1205,2115,2986,3331,5774,1663,4662,1927,5164,251,1725,1828,4361,83748,6766,474,2074,0,0
21-22,73,1841,15,1500,295,2278,1916,6705,287,2425,338,3566,28,875,305,3271,1743,5931,399,3272,0,0
22-23,15,371,216,2412,227,2265,264,2011,187,6346,753,9643,75,1381,179,2251,133,1242,24,547,0,0
23-24,3,300,56,1696,214,2716,984,2213,235,3435,301,4340,27,883,169,3299,1097,4173,9,520,0,0
