hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,30,532,236,2171,831,2781,295,4920,732,4576,1604,5078,161,1560,749,4118,19181,5670,87,748,0,0
1-2,6,316,83,1891,232,1866,13,1300,207,2067,624,3959,43,1194,197,2580,598,3893,9,375,0,0
2-3,24,660,170,2151,594,2578,47,1739,501,2842,1333,4827,145,1246,653,3462,17648,6681,69,937,0,0
3-4,22,483,185,1634,621,2558,75,2632,478,3304,1482,4131,151,1665,672,3536,6587,4424,48,470,0,0
4-5,149,1355,261,1186,679,2883,268,2289,583,3802,1163,3725,167,1511,742,3302,40389,6164,561,1839,0,0
5-6,209,1255,456,1490,3922,3349,25092,5145,5295,6040,5828,6241,452,2001,3695,4623,62153,7022,270,1196,0,0
6-7,427,1083,491,1649,4583,3045,3939,5289,5068,6577,6514,7503,609,2047,6021,4607,58957,7045,617,1418,0,0
7-8,860,1407,1178,2070,11939,3972,7427,5504,11995,8541,13435,8236,1174,2770,11146,5770,185802,8211,1469,2640,0,0
8-9,130,715,996,2107,5261,3547,4599,5205,6798,6433,8561,6964,833,2454,5583,5854,120284,8414,767,1595,0,0
9-10,312,970,817,2399,5954,3402,6668,6244,7176,6137,8971,7295,895,2524,7342,6347,216974,8705,1176,2230,0,0
10-11,630,1257,884,2190,7206,3832,12477,6569,7824,6600,9995,7930,939,2864,6861,6743,199195,9144,1518,2738,0,0
11-12,873,1974,360,1451,4090,3489,7912,7190,4335,5192,4673,5799,480,2050,4121,5515,237809,8842,1017,2435,0,0
12-13,1095,1747,565,1538,3685,3265,5041,5787,2847,4932,5285,6110,538,2020,4301,6153,203337,9494,1809,2934,0,0
13-14,500,2142,234,1409,1817,3212,4565,5808,1544,4056,2953,3854,318,2091,2257,5472,128008,8301,1677,2810,0,0
14-15,350,1117,1040,2133,5845,3471,2657,4870,5091,6202,8592,7091,901,2123,5536,6181,174989,8883,1248,2436,0,0
15-16,538,1663,416,1618,5379,3402,3481,5103,7582,5766,7460,6106,394,1823,4802,5710,91572,7464,794,2082,0,0
16-17,492,1137,712,1857,5736,3478,1893,4287,6741,6031,9333,7255,733,2334,6630,5912,152893,8649,765,1953,0,0
17-18,683,1743,672,1652,5568,3611,2180,5200,5212,5276,9730,7889,983,2456,6964,6178,194572,8572,861,2129,0,0
18-19,158,1039,535,1796,3880,3447,2543,5428,4125,4677,6588,6521,767,2500,5013,5948,135138,8506,624,1618,0,0
19-20,681,1574,470,1337,6001,3650,1053,4746,7029,6789,8922,7846,616,2115,5651,6495,58229,7612,401,1183,0,0
20-21,93,926,370,1625,4452,3228,1898,3052,5037,4902,6996,6552,639,2109,6067,6447,135957,8810,606,1410,0,0
21-22,1545,1515,291,1353,2713,3355,2726,3662,3040,5002,2985,5890,323,1521,2996,6092,113868,7921,800,1974,0,0
22-23,34,763,161,1622,449,2609,1594,4388,336,3761,1031,6026,131,1531,537,4145,39218,6124,528,1830,0,0
23-24,3,187,35,1590,54,2842,550,4904,43,3071,190,8260,15,1153,42,2625,349,4068,3,272,0,0
