hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,299,0,67,0,0,28,0,0,204,127,0,725,0
1-2,0,100,0,20,0,0,8,0,0,58,28,0,214,0
2-3,0,304,0,69,0,0,24,0,0,198,85,0,680,0
3-4,0,100,0,25,0,0,8,0,0,72,28,26,259,0
4-5,0,303,0,65,0,0,30,0,0,207,133,0,738,0
5-6,0,0,0,18,0,0,3,0,0,5,29,0,55,0
6-7,8,5933,0,689,20,7,451,0,0,5391,100037,154,112690,29
7-8,0,2221,0,162,36,3,236,0,0,2165,3652365,1371,3658559,1217
8-9,4,3753,0,428,42,6,308,0,0,4510,32299,0,41350,66
12-13,28,41118,0,1739,38,32,2965,0,0,45307,39023715,1761,39116703,10864
13-14,4,3788,0,212,0,0,255,0,0,2719,3665789,4,3672771,1224
14-15,4,3305,0,181,0,0,278,0,0,3484,45297,0,52549,27
15-16,8,4174,0,233,14,0,407,0,0,4874,34697,60,44467,13
16-17,0,337,0,54,0,0,28,0,0,201,1802,0,2422,1
17-18,4,5326,0,233,0,0,395,0,0,4599,27896,4,38457,14
18-19,0,496,0,115,7,0,140,0,0,389,74029,541,75717,20
19-20,4,2640,0,141,0,0,215,0,0,2899,24942,2,30843,15
20-21,0,837,0,64,0,0,55,0,0,496,622,0,2074,0
21-22,4,2620,0,134,0,0,216,0,0,2914,21485,2,27375,13
22-23,8,4849,0,397,14,0,348,0,0,4565,57044,99,67324,17
23-24,4,2968,0,164,0,0,229,0,0,3324,21921,2,28612,11
