hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,10,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1166,363,4621,0,0
1-2,23,607,141,2000,379,2710,461,4853,212,3333,631,4016,143,2562,613,5508,53369,6452,129,1105,0,0
2-3,226,2532,39,1680,210,3236,1018,3701,56,1909,217,4065,16,1777,214,4879,33517,5499,111,1039,0,0
3-4,6,333,89,1458,254,2664,57,1992,262,3653,655,3659,80,1596,108,3561,9851,4438,81,779,0,0
4-5,38,517,251,2001,994,2598,950,4686,809,4059,2069,5118,232,1767,1318,3765,23076,5151,129,842,0,0
5-6,1605,2689,575,1718,4258,3458,25412,5867,3228,4927,5092,6596,515,2146,4042,5656,94056,8338,722,2094,0,0
6-7,598,2337,205,1524,2584,3336,668,2780,2520,5435,2531,4597,259,1716,3589,5414,41363,7061,605,1541,0,0
7-8,391,1435,750,1895,5357,3451,3096,5480,5633,5550,9510,7236,879,2796,7649,6308,204275,9220,560,1498,0,0
8-9,553,1472,840,2489,6538,3964,1786,3710,7405,6763,10379,7124,709,2708,6067,5797,95752,7967,435,1299,0,0
9-10,1039,2282,642,2114,5631,3848,5057,5993,5057,6102,8096,6957,868,2817,6186,6559,227836,9205,914,2141,0,0
10-11,1006,2148,1011,2203,7153,3848,5614,5812,8418,7152,9839,7145,1139,3185,11780,9478,213997,10143,1056,2249,0,0
11-12,2431,3078,525,1561,6230,3816,5224,5340,6281,6247,8072,6771,968,2971,7927,5408,173752,9004,25425,5457,0,0
12-13,805,2766,507,1898,4342,3618,5851,6601,5656,6419,6211,6052,722,2404,7812,6636,182276,9427,1047,2541,0,0
13-14,1540,3010,645,1845,5824,3775,6664,6374,6581,7380,6585,7094,800,2917,6262,6421,217922,9901,1617,3317,0,0
14-15,225,2043,552,1991,4461,3402,2108,5599,4649,5943,5436,6275,650,2319,5221,5842,161562,7995,1065,2597,0,0
15-16,265,1524,529,2045,2945,3039,690,3991,3008,5154,4717,6227,451,1823,3485,5264,57338,6762,525,1596,0,0
16-17,586,2022,548,1639,6437,3530,769,3254,7612,7152,8135,7610,551,1797,5776,5764,86855,7499,534,1654,0,0
17-18,744,1882,545,2124,8139,3667,3253,5120,9375,7207,10406,7238,703,2398,7563,6092,185588,8488,948,2599,0,0
18-19,75,705,589,1803,3760,3125,1325,3951,4304,5687,5877,6407,704,2460,4408,4902,160346,7832,699,1781,0,0
19-20,1432,1645,361,2064,3181,3246,1768,6739,3016,5127,4677,6868,263,1579,2380,4521,41256,6848,195,1003,0,0
20-21,353,1555,423,1717,2256,3175,633,3907,2184,4743,4030,5818,445,2214,2975,4822,58190,7183,462,1839,0,0
21-22,458,1765,221,1289,2900,3528,1588,6570,2863,4912,3784,5988,345,2078,3271,5425,70664,7742,576,1971,0,0
22-23,29,750,193,1374,614,2650,47,2350,541,3539,1354,3246,159,1534,707,3216,21637,7330,84,715,0,0
23-24,30,453,262,2229,637,3018,280,3554,413,3570,1411,4677,165,1636,459,4095,18946,4707,60,554,0,0
