hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,0,0,0,0,0,2692878,2692878,1000873
1-2,0,0,0,0,0,0,0,0,0,0,0,1316046,1316046,35834
2-3,0,0,0,0,0,0,0,0,0,0,0,1078,1078,641
3-4,0,0,0,0,0,0,0,0,0,0,0,95338,95338,9615
4-5,0,3498,0,154,0,0,214,0,0,1999,790,10119,16774,1194
5-6,0,535,0,63,0,0,38,0,0,485,121,17961,19203,2697
6-7,0,3099,0,148,0,0,222,0,0,3703,2679,863,10714,82
7-8,8,3028,0,124,14,0,402,0,0,3095,53717,159605,219993,7279
8-9,4,3318,0,309,13,2,308,0,0,3308,18083,2198588,2223933,106122
9-10,4,2716,0,208,0,0,235,0,0,2189,45286,5279,55917,2133
10-11,0,1521,0,21,0,0,126,0,0,895,32688,483609,518860,150620
11-12,12,4115,0,278,21,0,458,0,0,4513,106751,0,116148,31
12-13,8,7449,0,379,13,2,3423,0,0,6324,139433,0,157031,126
13-14,0,2008,0,29,7,0,118,0,0,1743,575,1531731,1536211,84868
14-15,0,6191,0,118,6,0,483,0,0,5414,94131,14,106357,43
15-16,0,919,0,12,0,0,114,0,0,749,37335,2045686,2084815,6157229
16-17,0,0,0,0,0,0,3,0,0,0,0,2044116,2044119,397378
17-18,0,0,0,0,0,0,1,0,0,0,0,2178010,2178011,893212
18-19,0,0,0,0,0,0,4,0,0,0,0,7,11,2
19-20,0,0,0,0,0,0,8,0,0,0,0,2,10,0
20-21,0,0,0,0,0,0,4,0,0,0,0,0,4,0
21-22,0,0,0,0,0,0,4,0,0,0,0,0,4,0
22-23,0,0,0,0,0,0,0,0,0,0,0,397455,397455,232974
