hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
3-4,0,0,0,0,0,0,0,0,54,4500,183,2440,0,0,0,0,532,2662,6,545,0,0
4-5,10,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,2047,0,0
5-6,25,328,140,1363,258,2545,0,0,187,3482,668,4346,54,1125,194,2608,215,1812,305,1195,0,0
6-7,33,492,156,1003,973,2347,0,0,900,3210,2143,3815,222,1221,1128,3511,20436,5199,168,717,0,0
7-8,6,323,85,1629,77,2080,0,0,58,2900,239,2305,43,1321,86,2994,2926,4793,219,904,0,0
8-9,6,187,59,1515,136,1566,0,0,88,3001,51,2500,19,950,81,2625,86,1604,33,326,0,0
9-10,3,300,32,1185,0,0,0,0,15,1500,369,6009,13,650,42,2375,43,1750,33,347,0,0
10-11,0,0,0,0,111,2846,0,0,72,5142,19,2111,0,0,47,3916,0,0,27,272,0,0
11-12,19,456,65,928,0,0,0,0,30,1583,39,1624,13,343,20,2222,581,2671,56,980,0,0
12-13,148,1060,48,1014,362,3370,0,0,164,2345,244,3096,38,1147,325,4146,28302,6564,309,1573,0,0
13-14,0,0,0,0,0,0,0,0,0,0,3,375,0,0,0,0,0,0,12,358,0,0
15-16,0,0,0,0,0,0,248158,5390,0,0,0,0,0,0,0,0,0,0,9,190,0,0
16-17,14,219,855,1074,854,1324,247102,6315,959,1852,1446,2154,99,641,814,1487,3506,2559,60,420,0,0
17-18,5,384,14,583,150,1700,241198,6288,78,2160,379,2513,42,916,250,3161,2963,5724,69,701,0,0
18-19,12,521,38,694,46,2090,451767,6107,18,1636,15,501,62,1303,142,2187,46570,6150,243,1115,0,0
19-20,0,0,0,0,0,0,17977,5682,0,0,0,0,0,0,29,2636,13799,5816,186,1125,0,0
20-21,201,1111,4,102,132,2693,1111,6312,10,833,15,1363,0,0,63,2863,555,5411,36,827,0,0
21-22,10,769,0,0,0,0,422,22210,0,0,0,0,0,0,0,0,0,0,366,2227,0,0
