hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,71,2150,15805,9329,108,3781,42,2122,0,0,120,5454,1455,6090,6,316,0,0
1-2,0,0,0,0,0,0,13,1300,0,0,0,0,0,0,0,0,0,0,50,2026,0,0
4-5,0,0,0,0,0,0,681,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-6,27,513,0,0,0,0,25893,6369,0,0,0,0,0,0,0,0,3,300,284,2423,0,0
6-7,0,0,5,86,234,2447,5931,5462,301,4551,276,2525,16,1454,422,3019,15,313,0,0,0,0
7-8,0,0,42,1249,94,3615,2134,4369,95,5937,31,2818,0,0,59,3105,0,0,85,1683,0,0
8-9,0,0,0,0,130,1645,4043,5175,345,2773,273,2560,28,741,359,2836,593,2676,66,1525,0,0
9-10,9,311,103,1801,541,2524,8527,5840,757,4005,872,3858,73,1182,837,4371,2440,3934,54,702,0,0
10-11,5,500,14,676,158,3674,16834,6852,94,4476,181,2461,33,2750,150,5555,1977,3558,15,410,0,0
11-12,16,628,54,1022,292,2352,7376,6373,232,4222,332,3335,72,1777,306,4499,30426,7870,84,1088,0,0
12-13,175,4861,12,666,631,2599,12442,7466,669,4174,807,4831,33,1185,634,3585,1214,7493,6,600,0,0
13-14,3,272,29,2071,433,2486,14337,7837,714,4612,481,2466,44,1202,469,2425,1175,3066,9,361,0,0
14-15,26,401,153,1106,1185,2534,2130,4053,1441,3824,1879,3184,307,1328,1841,3851,24429,6052,171,1056,0,0
15-16,12,313,117,1261,1249,2823,4063,5509,1398,4404,1446,3412,237,1225,1783,4637,3391,4214,42,422,0,0
16-17,23,717,92,1191,1468,2805,2041,5391,1708,5542,1619,3756,215,1442,2076,4355,29670,4667,102,922,0,0
17-18,1,100,34,834,1188,2240,1270,4227,1440,3401,1443,3526,155,1005,1538,3471,178,1640,41,793,0,0
18-19,28,463,200,2229,773,2374,2750,5217,759,3527,1645,3127,187,1583,1040,3666,18888,5498,126,910,0,0
19-20,41,637,298,1551,1158,2818,304,2760,1321,5048,1876,4885,294,2371,1618,4934,51855,7115,474,1710,0,0
20-21,100,855,428,1982,1406,2500,636,4606,1264,3720,1872,3910,250,1721,1907,4478,70918,6841,399,1471,0,0
21-22,17,1000,50,966,470,2322,728,3507,449,3596,711,3734,107,1592,815,5492,26736,6952,78,1075,0,0
22-23,0,0,0,0,40,1477,1126,2964,0,0,6,600,0,0,0,0,616,2232,3,375,0,0
23-24,0,0,0,0,0,0,351,2080,0,0,0,0,0,0,0,0,8,888,0,0,0,0
