hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,16,15223,0,1288,32,54,1469,0,0,19002,151136,1365,189585,50
1-2,0,471,0,39,0,0,58,0,0,404,295,0,1267,0
2-3,16,27544,0,1112,28,0,1906,0,0,20917,65925,66,117514,30
3-4,8,2966,0,261,7,0,289,0,0,3604,70453,528,78116,25
4-5,12,23327,0,950,13,2,1521,0,0,21203,66860,199,114087,29
5-6,28,46107,0,2834,62,27,3183,0,0,34631,239533,1248,327653,106
6-7,8,13407,0,809,49,6,961,0,0,10042,59870,318,85470,21
7-8,4,32127,0,1165,21,13,2234,0,0,27802,166559,1188,231113,74
8-9,80,82559,0,3678,228,11,6058,0,0,82359,592577,1336,768886,210
9-10,76,46769,756,3337,158,139,4278,0,0,54983,888882,2424,1001802,332
10-11,60,72550,0,4494,184,53,6466,0,0,74918,1123288,6163,1288176,355
11-12,32,49078,0,4060,156,52,3998,0,0,47261,803908,3376,911921,301
12-13,76,80381,0,5100,149,84,6579,0,0,80833,882717,3217,1059136,291
13-14,56,41536,0,4385,168,67,3719,0,0,39497,1137285,4580,1231293,408
14-15,64,61734,20,7116,144,106,7409,0,0,65158,814475,3037,959263,264
15-16,38,28257,14,2796,107,90,3629,0,0,33466,632261,2492,703150,231
16-17,40,31813,0,3001,127,23,2640,0,0,32732,394258,1042,465676,126
17-18,8,24195,0,1414,39,8,1923,0,0,25158,94008,754,147507,47
18-19,50,57228,0,3494,106,14,4144,0,0,46971,330460,969,443436,120
19-20,104,55055,14,5345,493,60,4482,0,0,57330,822590,2278,947751,313
20-21,75,42652,0,4158,307,61,4108,0,0,46987,822711,3224,924283,254
21-22,53,36274,0,2554,124,70,2671,0,0,35506,411386,1100,489738,160
22-23,8,6860,0,658,25,20,598,0,0,7364,80957,134,96624,26
23-24,0,200,0,40,0,0,16,0,0,157,180,0,593,0
