hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,69,4312,0,0,0,0,0,0,0,0,873,8477,9,483,0,0
1-2,9,347,125,1657,488,2334,13,1625,418,5117,802,5063,45,1012,324,2963,3814,4989,69,935,0,0
2-3,205,2110,122,1692,468,3204,238,3489,266,4036,820,5412,107,1525,533,4011,29841,7885,198,1127,0,0
3-4,24,568,110,1704,644,2656,293,3853,473,4167,968,4513,131,1269,638,3931,25070,7406,186,1477,0,0
4-5,434,2107,415,1607,4200,3105,666,4057,3822,5273,6011,5896,455,2346,4225,4469,71745,8428,390,1507,0,0
5-6,78,669,344,2054,2045,3533,25285,7146,2136,4798,3424,6652,322,2293,2104,5286,59019,5700,605,1897,0,0
6-7,173,1008,676,1736,5817,3650,6009,6327,6848,5972,7482,6963,608,2160,4681,5131,234050,8380,1668,3052,0,0
7-8,991,2353,804,2185,5719,3438,67024,7435,4834,4905,7510,7027,997,2594,6952,6044,286303,8680,1206,2600,0,0
8-9,2173,3272,811,2185,5843,3614,183260,16324,4796,5505,7142,6629,912,2790,7258,6072,345435,9321,1401,3100,0,0
9-10,2664,3132,808,2388,7429,3738,167083,8734,6368,6462,9110,7271,712,2297,5949,6103,234555,9457,1593,2920,0,0
10-11,154978,5300,26239,3256,4720,3308,231007,9537,4168,5056,6070,6296,563,2197,5572,4657,291686,10098,2160,3664,0,0
11-12,4085,4171,660,2278,7120,3636,312879,13232,6370,7046,8899,7145,946,2836,8333,6171,231144,10304,1332,2935,0,0
12-13,1539,3393,608,2390,6097,3662,2196489,17990,6419,6732,7597,6830,830,3185,8334,6177,388367,11365,2040,3355,0,0
13-14,2021,3302,492,1934,5390,3665,896610,14775,4540,5668,6145,6698,496,1692,4297,5559,217081,9575,1500,2963,0,0
14-15,984,2362,494,1863,3795,3622,171263,8568,3141,4655,4496,5054,592,2590,3201,5283,196913,9043,1449,3013,0,0
15-16,687,1755,670,2219,4086,3500,5808,6842,3925,5268,6023,6910,657,2304,4379,5303,142592,8916,702,1731,0,0
16-17,375,1192,754,2285,3779,3245,14121,7754,3624,5281,6057,6997,599,2048,3649,4827,202770,8686,615,1704,0,0
17-18,1813,3371,539,1738,4044,3237,3371,6235,2680,4376,5429,6884,644,2214,4163,5450,207660,9843,1443,3011,0,0
18-19,321,1342,431,1791,1791,2601,1989,4862,1584,3802,3078,5641,349,1530,1862,4015,59984,7087,621,1793,0,0
19-20,2194,3437,226,1211,1947,3299,4195,5309,745,2505,1540,3922,186,1528,1969,5244,162788,8254,508,1631,0,0
20-21,1358,3347,400,1745,3254,3485,854,4333,2484,4254,4500,6242,561,2122,3467,5069,108381,8635,528,1830,0,0
21-22,31,648,161,2115,557,3287,36,2152,474,5047,767,3454,104,1648,647,4982,14357,5471,455,1937,0,0
22-23,12,458,150,2842,162,2586,184,1970,116,3145,432,5116,32,1032,112,2578,180,2004,12,369,0,0
23-24,27,654,182,1504,511,2731,1032,3123,378,3713,951,5458,110,1144,544,3442,22821,6758,93,805,0,0
