hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
1-2,94993,41,28035,43,128,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,43,229,281,904,289,813,285466,11411,161,805,526,1037,112,362,441,1018,26067,2779,63,329,0,0
3-4,3,250,100,1585,0,0,0,0,15,1250,33,1736,34,812,17,607,161,2529,9,355,0,0
4-5,357,750,416,1047,1564,1928,460,2987,1098,2010,2341,2635,424,980,2043,3502,79007,7634,3384,2059,0,0
5-6,127,809,42647,4283,798,1719,140612,10717,738,2829,1788,4336,301,1925,1389,3850,120665,7030,6209,3627,0,0
6-7,2301,1520,1151,1940,6255,2376,238299,10226,4599,4521,9550,5757,939,1691,6596,4954,302575,9843,1377,2276,0,0
7-8,4884,2912,872,1660,7384,1806,6112,6007,6726,5584,10420,5509,939,2041,6927,5313,255819,9294,1600,2648,0,0
8-9,623,1347,882,1795,6301,1957,383496,8305,7596,5706,8553,5514,974,1953,5679,4816,290876,9067,1140,2043,0,0
9-10,3657,2661,1128,2017,6219,1894,360772,12397,4971,4877,9191,6620,1175,2337,7419,5665,319466,9833,2061,2922,0,0
10-11,641,1554,17721,2448,3814,2527,2290813,18960,2600,4043,5165,3349,489,1172,3749,5085,131080,8038,966,2053,0,0
11-12,1313,1780,981,1889,7448,3026,2098745,21860,6902,5743,10434,6147,905,1620,5810,4974,169479,8408,858,1724,0,0
12-13,479,1386,883,1909,6081,3177,3439,5611,6042,6051,10902,6625,1148,2018,7561,5821,291431,9608,840,1838,0,0
13-14,163,733,757,1709,3247,2574,575,4302,2901,5263,6055,5945,642,1735,3665,5563,128907,8918,867,2094,0,0
14-15,75,595,619,1653,6272,3171,260,3284,7882,7183,10144,5400,702,1512,6125,5925,53295,8035,474,1622,0,0
15-16,517,2089,443,1482,4758,3031,3635,6909,3937,4865,6349,5029,775,1826,7525,5415,166413,8783,549,1480,0,0
16-17,405,2299,387,1613,3308,2700,7259,6891,2550,4385,3326,3547,611,1887,4824,5761,279113,7913,789,1799,0,0
17-18,426,1349,366,1529,2304,2772,1158,5423,2348,4569,3116,3723,201,932,1737,3963,26075,6158,156,836,0,0
18-19,471,1463,484,2007,3509,2577,2222,5723,3018,4864,6391,3836,590,1453,4323,4821,107173,8068,612,1593,0,0
19-20,710,2116,309,1929,1495,2787,801,5048,1258,4238,1711,2744,161,626,1195,3585,87402,6704,411,1307,0,0
20-21,55,695,309,1574,3760,2558,1827,6913,4175,4856,4937,3614,481,1827,4068,5390,137164,8923,1113,2538,0,0
21-22,19,484,104,828,490,1779,13619,10885,420,2913,1076,3005,156,1429,1382,5951,56967,6852,513,2771,0,0
22-23,29,552,188,1289,382,1816,6025,6517,275,2204,634,2266,125,840,424,4319,21484,6870,51,526,0,0
23-24,6,354,64,2666,54,1938,8295,7173,30,1770,66,2475,6,354,34,1888,86,1570,6,354,0,0
