hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,18,483,224,2988,706,2643,310,2787,736,3357,1687,5290,118,1624,709,3970,1902,4609,27,485,0,0
1-2,94259,59,27915,284,182,1591,332,3711,43,4777,187,4403,16,1777,42,2800,43,1558,3,333,0,0
3-4,317,474,392,906,1374,1639,754,1492,950,1496,2396,2605,274,828,1456,2385,54238,5349,582,831,0,0
4-5,30,370,237,1201,982,2541,47,1694,887,2832,1777,4012,165,1251,883,3217,18969,5579,96,617,0,0
5-6,962,918,691,1392,6341,3389,26883,6063,7435,5724,7144,5653,795,1844,8078,4575,70803,6710,372,1001,0,0
6-7,1125,1854,631,1811,4002,3264,6812,6120,3540,5577,5962,6775,598,2342,4404,5507,133533,6669,1091,1776,0,0
7-8,937,1177,1005,1772,10147,3929,7031,5212,11242,6956,12127,7741,1028,2234,9401,6445,188872,8673,1605,2763,0,0
8-9,659,2232,317,1242,4844,3544,2779,4283,5351,5849,6132,6799,521,1795,5821,5454,136713,7523,1002,2320,0,0
9-10,1683,2706,722,1659,5531,3509,4136,4999,5460,5794,7624,7116,791,2661,6090,5965,203937,9603,9975,4959,0,0
10-11,2040,2496,1012,1848,9400,3801,39930,6744,9908,7756,11926,8114,1119,2563,9942,6434,247890,9399,2133,3170,0,0
11-12,532,1600,723,1684,8255,3585,16860,7940,8768,6892,10091,7187,1007,2476,12920,7345,265963,8515,1593,2917,0,0
12-13,1181,2257,1069,1787,9620,4197,6944,5889,11238,8170,11044,8190,1562,3577,12674,6946,474328,9077,2265,4064,0,0
13-14,2463,2719,779,2004,4959,3645,7078,6309,4251,6544,6685,6274,791,2127,5094,5840,218618,8394,1287,2731,0,0
14-15,1553,2508,647,2002,7545,3845,2267,3515,8346,7688,7530,6416,701,2300,7792,6378,137700,6903,1149,2502,0,0
15-16,777,1413,679,1583,5516,3398,3680,4592,6686,6040,8437,6865,988,2706,6438,5829,273758,9342,1855,2975,0,0
16-17,1264,1946,486,1512,4767,3339,5669,5877,4109,4879,5682,6764,654,2107,5084,5530,251597,9402,1796,3342,0,0
17-18,2338,3007,336,1496,4730,3818,7207,5755,5260,5370,4844,5841,317,1889,3880,5402,214971,9494,1404,2864,0,0
18-19,7771,2665,365,1420,3610,3230,1610,4152,2869,4277,4998,6178,488,1966,4017,5038,132567,8468,573,1790,0,0
19-20,680546,4507,347,1684,3180,3302,2842,4928,2843,4602,3714,5185,523,2279,3874,5673,118191,7751,658,1706,0,0
20-21,365677,3599,2975,3836,3818,3406,1365,4154,3743,5274,4155,6051,520,2024,4512,6009,97805,7888,622,1774,0,0
21-22,472,1868,4173,5438,2324,3697,3299,5532,2897,4814,2580,5201,404,2607,2554,5626,172828,8771,966,2577,0,0
22-23,23,625,635,3277,718,3152,390,2148,636,3092,1247,4669,114,1650,702,4714,24700,5392,147,1234,0,0
23-24,10,1111,940,5436,0,0,156,1828,0,0,0,0,0,0,0,0,321,2857,378,2476,0,0
