hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,2,0,0,0,0,538,540,0
1-2,0,0,0,0,0,0,0,0,0,0,0,12,12,0
2-3,0,0,0,0,0,0,0,0,0,0,0,4,4,0
3-4,0,0,0,0,0,0,0,0,0,0,169366,21,169387,282
5-6,0,0,0,0,0,0,2,0,0,0,0,0,2,0
6-7,0,0,0,0,0,0,0,0,0,0,0,8,8,0
9-10,0,0,0,0,0,0,3,0,0,0,25,0,28,0
10-11,0,0,0,0,0,0,0,0,0,0,0,4,4,0
11-12,0,0,0,0,0,0,0,0,0,0,0,95,95,0
12-13,0,0,0,0,0,0,0,0,0,0,0,103,103,0
13-14,0,0,0,0,0,0,0,0,0,0,0,3,3,0
14-15,0,0,0,0,0,0,0,0,0,0,0,53,53,0
15-16,0,0,0,0,0,0,0,0,0,0,0,76,76,0
16-17,0,0,0,0,0,0,0,0,0,0,0,55,55,0
17-18,0,0,0,0,0,0,3,0,0,0,0,55,58,0
19-20,0,0,0,0,0,0,0,0,0,0,0,53,53,0
21-22,0,0,0,0,0,0,0,0,0,0,0,8,8,0
