hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,15,1250,175,6960,25,2775,1530,29655,90,11250,165,16500,95,2975,380,9350,11555,28595,45,1225,0,0
1-2,15,1360,240,5330,815,18520,0,0,565,33235,2580,61425,125,6940,380,22150,215,9330,15,1150,0,0
2-3,15,1665,240,4510,455,16850,65,7220,315,31500,1075,46735,140,5205,400,11155,215,8045,15,1070,0,0
3-4,15,1500,235,7545,905,9970,0,0,875,12235,2240,19145,185,4535,1010,16305,5825,24765,45,1625,0,0
4-5,120,3045,815,10700,5370,16675,1035,13775,150,8850,390,9500,310,6195,1205,20460,64135,25720,600,5845,0,0
5-6,710,5450,1810,7285,23825,17125,135175,33395,31005,28385,42715,37135,2870,9415,28400,26760,598095,36280,1635,5400,0,0
6-7,4685,6835,1165,6375,8865,13025,50285,35700,6555,25940,15905,22315,1505,8255,15390,27720,223235,32330,3295,7695,0,0
7-8,3090,8770,3745,9510,35135,14890,29890,24800,34605,31290,50445,27915,4215,12700,39025,30135,1125695,39935,3810,8720,0,0
8-9,465,5015,1845,7335,7855,15260,32520,36505,6150,18560,13370,25540,1840,11030,7425,21360,365855,33590,1560,5365,0,0
9-10,2465,7930,2990,8925,27435,18510,53130,38345,28580,34855,47150,42655,3375,12930,24275,28030,414305,36760,1920,6850,0,0
10-11,5060,11580,2325,6985,45150,19185,43925,34480,49220,33250,51910,33195,3135,12005,41975,32115,1193945,43050,5895,11255,0,0
11-12,3740,9200,3525,8480,43445,18860,64000,34230,45105,31630,63135,40535,4420,11440,44030,30660,990835,44130,4965,9880,0,0
12-13,1945,4680,1850,8400,21540,16575,15010,25810,23400,26050,34260,30815,3375,11125,36325,26790,871780,40675,3255,9770,0,0
13-14,5455,12195,1065,5670,50885,18040,61945,35335,34480,29010,40100,30130,2425,11475,34120,31970,537745,40895,2830,8630,0,0
14-15,1275,7680,1270,7520,10090,13925,25125,38090,7150,20595,13375,21175,1430,8410,11550,18140,447455,35230,1980,6345,0,0
15-16,90,3125,530,6410,9450,11610,15195,30020,8550,21455,11520,23255,775,5695,14245,24125,23405,26765,135,2250,0,0
16-17,1155,17425,430,9410,4305,13420,25135,30250,5470,25050,5675,19850,665,8875,3970,22300,143865,34315,630,4385,0,0
17-18,45,1065,570,7735,3165,11635,6200,20240,3240,17470,5810,20230,370,4505,2510,16670,7680,20475,330,2785,0,0
18-19,1470,20830,20,2220,2570,16180,37725,37000,3825,24350,2540,21635,110,6110,1700,24905,34050,30430,1395,9615,0,0
19-20,85,2375,150,3395,4595,14365,11315,21225,6225,30865,5225,20180,585,8305,4535,22705,230250,33990,1975,8975,0,0
20-21,1165,13015,485,8390,2480,15970,12900,34030,1080,14010,2620,20005,165,6455,2770,23775,232975,35070,1005,6130,0,0
21-22,35790,17070,490,4345,1190,14960,9325,49855,1535,29375,2115,26910,210,5080,785,13615,29870,32180,930,9810,0,0
22-23,55,3055,30,1665,520,15360,235,12360,395,15000,590,10950,120,4750,635,18910,3820,28855,1845,13375,0,0
