hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,16517,9748,0,0,0,0,0,0,0,0,140,3152,9,900,0,0
1-2,0,0,0,0,0,0,13,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,0,0,0,0,0,0,47,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,3,230,68,1570,0,0,156,2890,15,1875,33,3666,3,375,56,2894,86,1577,12,616,0,0
4-5,22,341,152,1344,504,1811,229,2952,362,1716,1139,2973,175,1230,577,3920,5756,5567,39,515,0,0
5-6,218,930,266,1965,756,2872,26675,7056,635,3218,1481,4917,183,1565,299,4323,40684,6626,547,1348,0,0
6-7,584,1443,477,1420,3242,3109,8508,7358,2613,4595,4831,5804,543,2337,4077,5408,130836,8632,987,1987,0,0
7-8,484,1426,403,1246,1404,3049,14520,8045,861,2352,2136,3923,484,2570,2053,5390,271633,9232,1836,3353,0,0
8-9,307,1089,263,1166,1001,2764,8347,7127,820,2972,1927,4295,320,1862,1335,4273,90870,7312,573,1669,0,0
9-10,1216,2782,291,1120,1950,3136,19359,8644,1292,3209,2030,4076,311,2200,2167,5650,212547,9457,1737,3244,0,0
10-11,1424,3134,197,793,2290,2991,7981,6690,1756,4108,2618,3606,246,1728,2345,5416,112709,8087,705,1853,0,0
11-12,768,2295,430,1503,2282,3156,5793,6091,1777,3898,2468,5841,472,2411,2878,5256,157505,8881,714,1729,0,0
12-13,1011,2816,349,1621,3164,3099,4904,5896,3874,5480,3544,4873,449,2016,3640,5246,98675,7565,420,1625,0,0
13-14,576,2138,173,1024,1769,3163,6706,5442,1351,4008,2546,4608,277,1954,2089,5153,71999,7378,699,1926,0,0
14-15,731,3927,6217,7897,684,2665,7917,6534,295,2655,28492,3365,31719,6084,499,3455,47330,6231,450,1653,0,0
15-16,3,272,40,457,406,2312,7672,6197,360,2884,741,6792,39,817,971,3744,6640,5087,153,1133,0,0
16-17,20,582,99,970,1595,2888,9178,5213,1881,4537,2875,4954,210,1382,1823,4218,10145,4441,114,809,0,0
17-18,273,1433,160,1177,1495,2525,6854,7014,1010,3133,2301,4453,282,1690,2751,5679,92597,8132,357,1331,0,0
18-19,522,2176,128,853,793,3012,7344,7176,442,2328,881,3422,228,1764,1321,5746,110422,7264,480,1808,0,0
19-20,275,2166,48,644,1625,3092,4077,6015,673,2394,1217,3613,184,1071,1856,4486,60819,5687,390,2194,0,0
20-21,23,432,100,942,310,2808,1506,6054,879,4280,592,3084,98,1530,517,3825,18262,6091,180,1739,0,0
21-22,13,604,36,1316,50,2777,2804,7932,43,4300,187,9842,15,1666,39,3900,3918,6016,378,3012,0,0
