hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
5-6,23,24906,21,383,0,14,1531,0,0,8751,26694,3977,66300,107
6-7,40,97228,0,3844,62,2,6797,0,0,75130,717847,1593,902543,247
7-8,60,59901,22,4082,87,65,4252,0,0,46102,724938,3437,842946,230
8-9,84,50444,16,4660,223,128,3722,0,0,44917,715530,2486,822210,225
9-10,36,68023,4,4681,141,113,4975,0,0,58394,618649,3418,758434,206
10-11,54,43267,44,3570,120,76,3059,0,0,38253,520721,2874,612038,166
11-12,140,51901,315,4039,193,364,3975,0,0,41476,560868,2032,665303,181
12-13,40,49686,117,3746,101,55,3216,0,0,36608,430533,2317,526419,142
13-14,48,63035,94,4523,125,547,3850,0,0,51996,546993,3365,674576,183
14-15,36,46780,0,4814,162,376,3132,0,0,37741,359039,1415,453495,121
15-16,67,32295,43,2139,83,141,2142,0,0,25140,323103,1578,386731,90
16-17,12,20113,0,2097,33,258,1369,0,0,15799,126150,1372,167203,44
17-18,8,33339,0,1220,44,11,1778,0,0,21799,126569,1257,186025,50
18-19,24,52051,0,1398,51,66,2706,0,0,37546,190148,866,284856,76
19-20,20,52722,0,1808,36,20,3566,0,0,50590,216134,637,325533,88
20-21,8,12673,0,691,32,16,805,0,0,12993,66358,236,93812,24
21-22,8,6692,0,268,13,0,544,0,0,7473,58561,281,73840,29
22-23,4,2319,0,156,7,0,164,0,0,2060,29936,58,34704,12
23-24,4,2558,0,154,7,0,214,0,0,2808,31742,44,37531,12
