hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,151,4572,0,0,0,0,0,0,0,0,33,1992,6,500,0,0
1-2,94877,43,28035,46,128,8,13,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,9,124,115,836,1759,2884,62,364,3553,2938,480,1074,51,515,298,834,1017,1866,33,372,0,0
4-5,9,226,134,958,4308,3433,2151,2868,8603,5929,1338,2153,130,810,1106,2102,6038,3697,162,722,0,0
5-6,28,293,187,769,3984,4108,28869,6201,7169,7292,2533,4170,192,1035,1480,3363,13493,3977,437,878,0,0
6-7,240,702,287,1070,2355,2476,15070,7160,2672,4362,4693,4461,570,1347,5720,4702,228398,7686,1239,2105,0,0
7-8,2128,2647,265,999,2735,2800,19747,8015,2073,4311,2871,3882,373,1520,2894,3686,100824,8517,1014,1950,0,0
8-9,304,1704,184,1172,484,2264,2839,5077,433,3100,1391,3878,147,1651,540,2630,17294,5858,147,723,0,0
9-10,537,1275,557,1686,5603,3641,8900,6786,7319,6683,5793,5417,641,1998,4311,4813,97971,8094,638,1665,0,0
10-11,514,1246,627,1526,4927,3680,20732,8395,4693,5443,6609,5644,781,2270,5849,5664,273647,9354,1290,2499,0,0
11-12,744,1543,771,1845,7127,3556,17940,8511,8399,6510,9005,7458,953,2380,6050,5153,170320,8213,1177,2503,0,0
12-13,1242,2569,410,1301,3447,3422,13708,7606,3012,4362,4572,5418,558,2183,4635,5125,220045,7908,1200,2423,0,0
13-14,29,589,272,1775,2993,2971,6936,6950,3761,4990,4892,5975,329,1361,2969,4044,28418,5640,156,934,0,0
14-15,298,1366,318,1628,2345,2992,4283,6072,1544,3634,3350,5406,436,2122,3614,4728,172841,7771,1048,2492,0,0
15-16,167,1297,304,1685,3417,3369,7184,6706,4553,6674,3332,5361,275,1511,2242,4434,108199,6496,652,2021,0,0
16-17,238,1364,166,1506,767,2609,8861,7142,422,2235,1117,3134,290,2036,1529,4754,128069,6633,252,1143,0,0
17-18,682,2533,124,1201,3583,3582,2570,4524,5161,5798,3573,5387,196,1368,2073,3948,40474,6074,165,913,0,0
18-19,635,2156,421,1308,4429,3222,4145,6115,5246,5831,4275,5132,585,2159,3975,4608,107663,7011,453,1396,0,0
19-20,446,2234,213,1208,3031,3478,5216,7039,4475,5392,2958,4649,358,1445,2923,4707,119813,6691,246,1105,0,0
20-21,35,864,121,922,1654,2370,1053,4879,1919,3921,2693,4781,346,1674,2553,3977,48005,5175,102,908,0,0
21-22,20,954,67,1255,324,2480,719,8279,1199,3999,523,3610,45,1095,516,3353,1336,6220,423,1811,0,0
22-23,3,300,48,3200,27,1928,16801,7914,15,1666,33,2999,3,333,17,1545,43,1554,6,354,0,0
23-24,0,0,0,0,0,0,10743,8094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
