hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,6,375,1916,5764,54,1446,156,6240,30,1770,66,3150,6,375,34,1794,762,2785,48,584,0,0
1-2,12,388,128,2921,108,1718,13,1625,60,1747,132,3166,12,372,68,1996,4075,3526,51,522,0,0
2-3,0,0,0,0,133,3594,0,0,194,6928,59,4916,3,333,233,7060,33,1405,0,0,0,0
3-4,12,377,141,2439,135,1236,62,3875,60,2008,138,2589,22,423,90,1995,205,1641,12,350,0,0
4-5,41,654,264,1722,1053,2523,408,4387,824,3734,1752,4349,254,1287,1028,3937,18845,5424,99,930,0,0
5-6,307,960,802,2305,2428,2931,24075,6066,1853,5437,4001,6195,453,2047,2347,4931,78522,8396,860,2531,0,0
6-7,320,1198,883,1842,3760,2961,5630,6867,3350,4724,5807,6213,989,2368,4731,5686,319950,9756,1956,3749,0,0
7-8,2083,2085,854,1857,5617,3026,12009,7667,4046,3885,7547,6610,1194,2509,7335,6397,429941,10496,2238,4273,0,0
8-9,1466,3408,636,1924,2835,2976,6190,6186,1772,3312,3535,3876,777,2452,4186,5970,300945,9821,1614,3554,0,0
9-10,2419,3556,585,2076,5546,3407,9984,7145,3997,4408,6165,5341,783,2311,5716,5977,272617,9993,1848,3610,0,0
10-11,1620,2602,698,1769,4943,2967,24540,7881,3863,3389,6382,4668,932,2429,5688,5971,269432,7419,1605,3202,0,0
11-12,747,1978,404,1737,1488,2940,3832,6000,1323,3773,2058,3758,474,2432,1782,4581,99745,7181,945,2730,0,0
12-13,1496,3170,537,1859,3667,3205,13159,7835,2922,4739,4354,4988,669,2272,4404,5612,340945,10194,1923,3747,0,0
13-14,2189,2372,580,2039,4744,3323,5841,6356,3338,5518,5808,5170,718,2523,5760,5799,186254,8955,762,1808,0,0
14-15,695,1210,567,1858,3401,3128,4871,6007,2968,4722,5081,5127,662,2425,4007,4920,152665,8300,1059,2399,0,0
15-16,1932,3903,126,1307,2892,3197,7694,6139,2366,4750,3942,4911,506,2490,3559,5678,218189,8734,999,2449,0,0
16-17,668,1749,362,1627,2513,3106,6836,6201,2889,4509,3532,3996,424,2140,3560,5759,173579,8368,947,2288,0,0
17-18,905,2294,196,1767,1270,2798,4520,5525,1034,4237,1362,2368,192,1599,1948,4315,93302,7522,555,2106,0,0
18-19,2091,2940,272,1551,1741,3365,3239,4544,1553,3464,2112,3711,315,1878,2005,4551,71263,7059,588,2311,0,0
19-20,3792,3025,278,1658,1029,2867,1629,5410,866,3857,1909,3298,200,1721,1409,4435,27984,5782,222,1212,0,0
20-21,570,2984,36,1555,559,2970,1694,4001,298,2469,468,2964,46,579,759,3771,16029,6002,96,798,0,0
21-22,29,619,208,2055,398,2230,523,4428,546,2887,840,2826,158,1485,972,4308,23864,5959,93,687,0,0
22-23,19,825,108,2753,162,1800,0,0,129,8062,540,6014,45,4090,117,6500,129,3539,378,4265,0,0
23-24,6,286,64,2909,54,2163,0,0,30,1363,66,3150,6,337,34,1622,86,1479,6,303,0,0
