hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,207,1376,229,1761,773,2516,333,3450,503,4230,1465,5544,180,1479,1049,4718,50245,6918,255,1147,0,0
1-2,9,302,112,2144,89,2063,0,0,54,1583,137,3972,61,1313,108,2319,2421,4019,36,601,0,0
2-3,30,516,219,1645,646,2332,4,333,564,3379,1333,5117,102,913,639,4110,4433,4408,54,534,0,0
3-4,73,771,391,1561,1527,2639,275,2760,1459,3742,3281,5200,379,1812,2088,4821,45327,6836,348,1495,0,0
4-5,237,1156,399,1668,2456,2343,382,2925,2138,4462,4561,4958,477,1916,3560,4795,64226,8147,285,1098,0,0
5-6,243,1258,379,1589,1949,2665,23926,6776,1681,4430,3271,4696,405,1692,2440,4738,61663,7467,552,1873,0,0
6-7,80,677,231,2150,1287,2494,338,3057,1345,3837,2644,4951,336,1690,2685,5226,13865,6577,440,1408,0,0
7-8,230,594,244,1279,679,1786,1682,3773,370,2325,767,3517,221,1723,1052,3862,121707,7329,369,1506,0,0
8-9,669,2685,139,1031,903,2403,162,1401,716,2704,1122,3746,140,1247,1407,4428,26656,4709,81,546,0,0
9-10,9,274,97,2619,104,2128,0,0,73,2433,256,5840,22,615,82,2288,1280,2811,18,397,0,0
10-11,24,485,129,2615,382,2393,1058,6293,280,4848,775,6326,110,765,529,3875,17260,6117,78,1027,0,0
11-12,189,1541,177,1426,445,3007,397,3931,253,2815,757,4764,116,917,597,5123,29428,7727,192,1638,0,0
12-13,192,1236,197,1680,631,2254,267,4058,448,3790,1168,5269,140,1299,797,3287,29902,6173,180,1375,0,0
13-14,6,316,62,1880,54,1399,17,1888,30,1250,72,2382,6,300,40,1555,151,1115,24,695,0,0
14-15,207,1299,262,1661,773,2539,260,2834,503,3766,1463,5593,220,1909,1086,4408,45555,7108,246,1317,0,0
15-16,210,1132,300,1382,902,2679,260,4127,609,3063,1685,4723,245,1931,1209,4552,46116,6473,255,1289,0,0
16-17,31,483,150,1595,382,2388,94,2500,280,3453,772,4723,109,1582,532,3858,17122,5424,78,1014,0,0
17-18,6,286,62,2583,54,2002,213,3250,30,1217,66,3300,6,266,40,1588,86,1312,6,354,0,0
18-19,24,587,149,2278,382,2470,47,2336,280,3993,693,5816,104,1428,460,2740,17629,5742,66,734,0,0
19-20,9,397,109,1967,183,2157,213,3742,15,1500,33,3666,33,557,85,2534,650,3485,12,389,0,0
20-21,24,466,150,2555,382,2464,94,1889,401,3463,1026,4424,110,1897,607,4233,16191,6284,63,812,0,0
21-22,27,512,168,1891,875,3127,44,4400,792,3833,1088,3733,70,1068,753,5885,2502,3622,30,457,0,0
22-23,27,559,203,2133,432,2782,47,2115,323,3128,965,5244,143,1297,580,3700,17523,5905,69,687,0,0
23-24,6,300,62,1737,54,2002,0,0,30,1687,66,3102,6,323,40,2000,86,1133,6,245,0,0
