hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
1-2,34722,31,6110,20,128,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,153790,50,49650,45,128,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,837,829,278,646,2747,2055,56187,6920,2038,1829,3615,2326,375,758,2150,2023,48111,3671,513,590,0,0
4-5,40,512,155,833,836,2469,406,3203,583,2137,1361,3102,219,1106,1041,3300,41759,5744,357,1195,0,0
5-6,304,843,616,1135,6295,3541,26178,5316,6826,5548,8325,5952,588,1624,5532,4179,107005,7959,747,1689,0,0
6-7,2745,2716,961,1995,6557,3720,5249,5066,4722,5171,7639,5587,794,1881,6600,5268,174088,8323,1391,2319,0,0
7-8,901,1423,636,1600,4870,3430,5576,5558,4399,5808,6456,5225,709,2073,5064,5776,179084,9060,1209,2160,0,0
8-9,841,1479,496,1477,2214,3287,3672,5637,2154,5158,3573,5125,449,1959,1975,4792,94939,7410,543,1417,0,0
9-10,806,1982,574,1606,6201,3749,10445,6940,6300,6436,7902,7142,593,1933,5467,5924,140616,8514,750,1871,0,0
10-11,727,1903,442,1297,6845,3851,9656,7435,4730,7634,8685,7093,517,1595,6941,5902,97697,8401,852,2149,0,0
11-12,309,1227,436,1517,6650,3642,10338,7051,0,0,9591,7114,842,2588,7012,6068,235738,9194,1551,2876,0,0
12-13,1870,2643,853,1899,7598,3512,5759,5899,0,0,9101,7419,797,2346,7630,5914,216905,8241,1374,2604,0,0
13-14,944,2435,420,1313,4923,3426,3772,5985,21593,4754,7696,5992,725,2471,5340,5370,153324,9279,741,1889,0,0
14-15,386,1424,485,1458,4377,3604,2071,5701,4276,5392,6301,6443,488,1956,3964,4992,92527,7663,639,2083,0,0
15-16,285,1131,340,1584,2971,3387,2660,6119,2704,5021,4935,6366,559,2300,3092,4774,81018,8142,624,2077,0,0
16-17,1198,1734,739,2034,7064,3992,2340,4463,7350,7149,9104,7776,716,2505,6093,5638,143474,8934,713,1989,0,0
17-18,2848,3098,598,1652,4828,4065,4792,5548,3852,5259,5824,6936,643,2786,5645,6139,321968,10116,1527,2939,0,0
18-19,1214,1835,638,1655,5072,3565,2353,4840,4147,6233,6673,7455,679,2386,4875,5892,156915,9003,750,1984,0,0
19-20,756,1629,517,1832,4939,3189,6948,5992,5352,6868,6723,6957,609,3085,3925,5657,245312,9393,1584,2667,0,0
20-21,538,1288,422,1763,2665,3292,3462,6466,2476,5051,4570,5757,546,2332,4066,5405,90504,7889,716,2242,0,0
21-22,29,472,248,1196,2056,3251,2288,5922,2543,5182,3158,4888,366,2229,2427,4472,47940,7001,252,1177,0,0
22-23,325,1859,126,1378,705,3005,139,2199,915,5020,1761,5232,184,1784,1096,4996,10407,3849,929,2760,0,0
23-24,13,444,38,1400,61,1388,0,0,50,2500,203,3924,21,774,47,2186,2297,4669,408,2482,0,0
