hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,6,316,64,2373,54,1928,0,0,30,1583,66,2095,6,286,34,1794,239,2511,15,430,0,0
1-2,9,283,96,1445,81,1815,13,1181,45,1680,99,2869,9,274,51,1773,129,1671,9,302,0,0
2-3,9,302,127,1143,104,1909,601,7419,73,3098,252,4343,22,672,73,2125,129,1759,9,274,0,0
3-4,3,300,32,2461,27,2076,0,0,15,1500,33,3000,3,375,17,1888,329,2069,6,133,0,0
4-5,206,882,428,1527,1148,2086,633,3955,810,3571,1785,4467,260,1331,1155,4415,55007,6947,459,1488,0,0
5-6,48,573,223,2242,2074,2798,2976,6243,2489,5674,3235,5310,332,2403,2669,4917,33433,6908,604,2022,0,0
6-7,723,1690,1129,1623,7584,2960,7477,7508,9281,6869,12247,7205,1569,3311,9186,6633,456831,10893,4543,2552,0,0
7-8,1957,2743,1029,1457,8349,2640,10282,7862,7343,6424,10443,6060,1261,2346,9434,7158,572900,11207,4475,3351,0,0
8-9,343,1031,394,663,2058,1583,2424,4796,1826,3763,3338,3125,455,1095,3190,4756,125935,6940,885,992,0,0
9-10,1450,1215,1143,1408,8369,2587,5463,4633,8498,5041,13469,6075,1379,1577,9346,4241,283167,9612,1650,2437,0,0
10-11,1881,2363,727,1306,7094,2634,12566,6912,6178,5403,9186,6540,1094,2153,9284,5862,428686,10466,2229,3031,0,0
11-12,1449,1771,756,1520,5899,2690,14047,7286,5289,5193,9512,6848,1148,2452,9025,6083,511792,10044,2067,2888,0,0
12-13,2135,2339,909,1798,6619,2918,8648,6725,5647,6014,8829,5902,1297,2671,8414,6751,389188,10792,1860,2956,0,0
13-14,1331,2207,728,1597,7436,2329,10479,6643,5644,5787,8611,6772,1076,2302,8877,6253,487090,10437,1803,2825,0,0
14-15,1058,1732,716,2257,4274,2288,3540,4807,4446,5198,7773,6230,861,1998,6738,5352,223917,9868,933,2344,0,0
15-16,1062,2169,615,2066,4677,3174,3095,6004,3768,6372,7135,6594,185,2255,6266,6398,249804,10252,105,1747,0,0
16-17,649,2113,315,1745,3095,3268,9528,8008,2061,5189,4065,5063,0,0,4151,6252,298158,10466,0,0,0,0
17-18,709,2079,612,2139,3912,3189,3445,6123,3489,6112,6585,6906,0,0,5077,6509,188511,10008,0,0,0,0
18-19,1983,2591,633,2151,3374,2792,5717,7380,1894,5581,4530,6217,0,0,4814,6611,407010,11036,0,0,0,0
19-20,230,709,267,1069,1687,1960,423,2677,1657,3085,2566,3733,0,0,2385,3974,74821,7142,0,0,0,0
20-21,2019,2753,11,472,1902,2107,785,2408,1141,2476,1460,2522,3592,3059,1699,3240,49634,6476,4427,2436,0,0
