hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,95235,58,28079,301,185,795,0,0,0,0,0,0,18,869,57,2392,2121,3899,9,325,0,0
1-2,15,176,161,817,256,767,0,0,297,1106,668,1378,38,404,217,865,1184,1024,21,243,0,0
2-3,6,190,62,762,54,1250,0,0,30,1306,66,1795,6,286,34,1260,86,867,6,250,0,0
3-4,3,120,31,1240,27,1421,0,0,15,1250,33,2062,3,272,17,1307,43,1255,3,272,0,0
4-5,6,137,62,1531,54,1317,0,0,30,1217,66,1058,6,300,34,1185,86,1341,6,219,0,0
5-6,23,324,31,1722,27,1125,23220,12185,15,1500,33,2200,3,272,17,1416,266,1715,370,957,0,0
6-7,20,402,62,1880,54,1353,184,1351,30,1431,66,2357,6,300,34,1220,86,1189,9,409,0,0
7-8,12,240,163,1096,412,1789,0,0,45,1750,99,2488,42,532,259,1381,172,1653,12,348,0,0
8-9,6,240,62,1829,54,1593,0,0,379,1601,698,2993,6,316,34,1254,86,1217,6,286,0,0
9-10,6,240,62,1771,54,1800,0,0,30,1363,66,2345,6,316,34,1622,90,1060,6,286,0,0
10-11,6,213,62,1476,54,1261,0,0,30,1583,66,2875,6,275,34,1622,1008,2066,111,710,0,0
11-12,6,251,62,2140,54,1637,174,2017,30,1583,66,2644,6,294,34,1214,221,1691,87,838,0,0
12-13,12,363,150,1283,289,2176,0,0,248,2762,638,3293,44,679,234,1903,2547,2849,180,1084,0,0
13-14,12,293,137,1882,135,1906,0,0,88,1893,278,2558,22,437,90,1594,6023,4709,162,1212,0,0
14-15,9,201,106,1548,108,1912,1872,4750,30,1666,66,2678,19,476,73,1745,162,1428,9,290,0,0
15-16,6,196,62,2384,54,1800,451,2763,73,1872,243,2410,6,275,34,1362,86,1295,6,275,0,0
16-17,6,203,62,2214,54,1800,351,4277,30,1431,66,2875,6,333,34,1008,86,1378,6,230,0,0
17-18,17,372,151,1223,369,2173,25,1923,279,2742,603,4155,67,849,340,2071,2966,3370,36,426,0,0
18-19,6,303,62,1967,54,1928,0,0,30,1500,66,2553,6,303,34,1622,86,1300,6,291,0,0
19-20,6,333,68,1123,181,1982,0,0,121,2962,354,3833,53,884,170,2317,714,2118,97,654,0,0
20-21,6,286,62,1866,54,1610,0,0,30,1500,66,1310,6,275,34,1558,86,1382,6,286,0,0
21-22,9,322,93,1869,81,1800,8,1142,45,1368,99,2750,9,347,51,1617,129,1373,12,274,0,0
22-23,6,333,76,1751,54,1383,0,0,30,1285,66,2750,6,375,34,1239,86,1339,6,215,0,0
23-24,6,300,62,1845,54,1928,0,0,30,1431,66,3000,6,316,34,1794,86,1233,6,316,0,0
