hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,27,0,0,1,0,0,0,57,0,85,0
1-2,4,2613,0,186,7,0,229,0,0,3022,53602,70,59733,24
2-3,4,1385,0,278,6,2,135,0,0,971,59701,338,62820,16
3-4,0,1183,0,69,0,0,66,0,0,879,8309,2,10508,6
4-5,4,8351,0,597,0,6,602,0,0,7174,37228,298,54260,13
5-6,16,19708,0,2412,265,46,1658,0,0,18815,104466,272,147658,46
6-7,8,21081,0,1909,24,536,1560,0,0,21300,74690,342,121450,35
7-8,8,31772,0,2225,42,161,2299,0,0,33151,294372,794,364824,119
8-9,24,39547,16,1625,57,12,2430,0,0,37904,132093,460,214168,56
9-10,16,27941,0,1950,66,157,1903,0,0,25600,248382,931,306946,99
10-11,1095,54109,21,4003,1296,164,3717,0,0,49582,339962,1714,455663,124
11-12,28,40997,0,3604,59,62,11012,0,0,36844,146378,676,239660,77
12-13,20,39050,4,1998,26,7,3424,0,0,38097,319187,2216,404029,108
13-14,24,28005,0,2107,17,35,2178,0,0,24765,240657,2319,300107,97
14-15,20,33312,51,1673,26,88,2131,0,0,26267,231645,935,296148,80
15-16,14,17811,0,1319,16,385,1224,0,0,15306,67533,296,103904,32
16-17,20,44648,4,1463,6,82,2626,0,0,31129,158746,521,239245,64
17-18,28,42400,4,1581,54,8,3029,0,0,37832,207851,464,293251,96
18-19,12,27908,4,887,16,0,2000,0,0,26945,208219,357,266348,71
19-20,16,15175,4,1939,12,30,764,0,0,12516,38342,369,69167,21
20-21,12,19935,0,1090,27,12,1500,0,0,21853,84314,276,129019,34
21-22,270,16401,16,483,19,2,1301,0,0,14620,107281,342,140735,44
22-23,4,3980,0,255,0,0,325,0,0,5788,26700,4,37056,9
23-24,4,2282,0,202,7,0,156,0,0,2034,23914,60,28659,7
