hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,25,0,0,1,0,0,53,153,60,292,0
1-2,0,1576,0,68,0,0,152,0,0,2181,2828,0,6805,0
2-3,0,2445,0,104,0,0,166,0,0,1752,1141,0,5608,1
3-4,0,629,0,12,0,0,42,0,0,526,1311,46688,49208,39
4-5,4,2944,0,111,0,0,248,0,0,2782,26005,47,32141,17
5-6,0,453,0,88,7,0,28,0,0,506,58,0,1140,0
6-7,0,0,0,29,0,0,4,0,0,53,29,6,121,0
7-8,0,5931,0,139,0,0,411,0,0,5864,2866,4,15215,3
8-9,4,1252,0,59,0,0,121,0,0,865,16114,4,18419,4
9-10,4,2282,0,124,7,0,216,0,0,2474,18919,92,24118,6
10-11,0,1211,0,61,0,0,97,0,0,870,17066,263,19568,10
11-12,0,1781,0,83,0,0,128,0,0,1716,895,2,4605,0
12-13,0,292,0,21,0,0,21,0,0,264,28,2,628,0
13-14,0,519,0,48,0,0,46,0,0,549,154,0,1316,0
14-15,4,5286,0,249,14,0,445,0,0,5329,24719,4,36050,9
15-16,4,2305,0,245,0,0,186,0,0,3618,21932,111,28401,12
16-17,4,7144,0,330,0,0,489,0,0,6310,9485,4,23766,9
17-18,0,3583,0,212,14,0,260,0,0,4150,13450,2,21671,7
18-19,4,4731,0,76,0,0,351,0,0,5473,16008,4,26647,6
19-20,4,1056,0,76,14,0,103,0,0,1421,23862,110,26646,7
20-21,4,1260,0,200,6,4,77,0,0,1116,11466,9,14142,4
21-22,0,289,0,22,0,0,21,0,0,251,29,11,623,0
22-23,0,289,0,24,0,0,21,0,0,206,28,2,570,0
23-24,0,220,0,25,0,0,13,0,0,230,29,0,517,0
