hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,206,0,37,0,0,21,0,0,147,101,0,512,0
1-2,0,301,0,71,0,0,24,0,0,219,56,0,671,0
2-3,0,199,0,42,0,0,16,0,0,147,56,0,460,0
3-4,0,269,0,54,0,0,27,0,0,130,108,0,588,0
4-5,12,7475,0,479,28,0,546,0,0,6144,48141,315,63140,16
5-6,4,5463,1,531,6,2,446,0,0,3554,72858,880,83745,28
6-7,115,59341,277,53998,160,64,4361,0,0,115333,243281,3464,480394,124
7-8,40,53665,279,4591,100,63,4985,0,0,50986,228530,3331,346570,111
8-9,52,49270,95,6552,137,146,3886,0,0,42914,242859,3151,349062,92
9-10,32,49922,10,4216,63,402,3326,0,0,35807,85004,675,179457,64
10-11,96,91810,70,6807,171,133,6645,0,0,86256,517990,7235,717213,196
11-12,93,54247,161,3289,82,205,4194,0,0,59947,181087,2573,305878,98
12-13,32,53511,0,7967,110,445,4031,0,0,41581,58634,1502,167813,59
13-14,24,24797,44,3490,34,49,2218,0,0,24467,0,0,55123,17
14-15,43,22848,0,3128,29,112,1921,0,0,24284,175696,1706,229767,306
15-16,162,19750,0,1150,10,0,1276,0,0,15873,367095,7577,412893,135
16-17,97,39300,0,1756,42,17,2373,0,0,34423,37936,1084,117028,29
17-18,28,20768,0,2695,14,43,1546,0,0,19125,14076,242,58537,35
18-19,143,29772,10,2719,35,87,2262,0,0,30621,0,0,65649,16
19-20,186,18115,0,2275,52,68,1502,0,0,18041,0,0,40239,12
20-21,375,7476,0,767,0,21,577,0,0,8879,0,0,18095,4
21-22,8,4681,0,356,6,4,378,0,0,5384,0,0,10817,2
22-23,0,8775,0,577,0,0,445,0,0,7178,0,0,16975,4
23-24,4,3395,0,179,0,0,264,0,0,4085,0,0,7927,2
