hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,6,316,64,2787,54,1758,4558,7131,30,1285,66,3300,6,323,34,1700,1467,3999,15,345,0,0
1-2,9,266,96,2471,81,1688,13,1444,45,1555,99,3200,9,235,51,1448,129,1705,9,311,0,0
2-3,6,333,64,2666,54,1882,30,3000,30,1431,66,3483,6,220,34,1503,86,1691,6,312,0,0
3-4,26,371,144,1441,289,1960,47,2937,233,4784,556,2932,131,1008,406,3447,9427,5891,66,832,0,0
4-5,166,1372,293,2102,1081,2492,207,3206,1128,5118,1485,4597,138,1106,1013,4024,23760,6410,213,1058,0,0
5-6,79,700,4848,3464,2071,2735,25730,6975,2484,5004,3339,6134,265,1543,2596,5204,35644,6013,545,1640,0,0
6-7,4606,2766,14675,4106,10804,3471,61826,7579,9417,6833,12825,6521,1156,2194,9562,6808,203893,9937,786,1496,0,0
7-8,2140,2240,19903,3141,8785,3683,830158,19039,7792,7048,20209,4111,10767,1633,9147,6876,272106,9906,981,1374,0,0
8-9,582,1531,919,1082,6331,3324,2195,4838,6317,6415,9713,5257,1139,1450,5903,5999,243143,10139,1542,1549,0,0
9-10,3010,2330,1151,1596,10328,3993,280177,9590,10167,8070,13558,6117,1495,2138,11415,7606,376451,10875,1971,1949,0,0
10-11,855,2107,584,1460,6504,1879,9960,7676,6204,6921,9381,6126,1156,2108,7372,6411,477374,11288,2079,2943,0,0
11-12,1819,2540,903,1856,7318,3287,11043,7867,6866,6798,10279,6683,1243,2197,9483,6672,483066,10764,1788,2737,0,0
12-13,589,1726,683,1929,4357,2853,6850,7499,4110,5380,6633,5733,1031,2644,5673,5767,272493,10249,1131,2112,0,0
13-14,108,642,673,1528,3773,2872,4275,6047,4004,4767,6396,5190,722,1751,4299,4896,255966,9951,9746,4571,0,0
14-15,1084,2323,676,1801,3693,2811,2776,5272,2845,4585,6005,4657,778,1718,4686,5674,218456,9671,1336,2818,0,0
15-16,737,1625,556,1649,2160,2579,3968,6495,1759,4539,3472,4031,538,1704,2417,4881,183475,8718,893,2197,0,0
16-17,3042,2635,373,1157,4593,3277,1674,5916,3457,5129,3476,3280,340,1171,3157,4668,130766,8728,913,2458,0,0
17-18,1005,1646,836,1831,8599,3487,5285,5736,9087,6909,10515,5049,1041,1981,6399,5711,254553,10288,1251,2626,0,0
18-19,1053,2492,724,1916,4635,3277,2705,5259,4940,5900,6956,4990,973,1697,5567,5824,350101,10508,1980,3545,0,0
19-20,998,2473,457,1528,5521,3277,5708,6234,5911,5608,6994,5606,730,1851,6601,6105,308653,10374,1617,2583,0,0
20-21,142,1311,280,1123,3054,3147,727,3242,2941,4829,3573,5403,310,1649,3270,4736,121124,8166,720,1651,0,0
21-22,355,2742,116,1511,614,2621,1261,5826,323,3020,379,2613,114,1782,830,4322,76885,7211,885,2798,0,0
22-23,17,487,180,1653,509,1956,117,1874,444,3307,922,3252,114,1160,531,4264,3450,5885,39,484,0,0
23-24,6,286,64,2175,54,1650,442,2581,30,1770,66,3150,6,286,34,1700,164,2247,18,304,0,0
