hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
3-4,0,0,0,0,0,0,0,0,1472,0,0,0,1472,0
4-5,38,117644,0,2053,30,42,4125,0,0,61893,81382,693,267900,108
5-6,0,13699,7,566,0,0,798,0,0,9512,19116,57,43755,16
6-7,120,115457,0,4429,96,20,7276,0,0,79360,291564,4015,502337,137
7-8,16,80677,0,2121,42,10,5131,0,0,72092,202044,5732,367865,119
8-9,32,38287,0,2008,58,27,2925,0,0,35221,0,0,78558,19
9-10,12,47252,0,2119,68,20,3503,0,0,36979,0,0,89953,28
10-11,56,84497,0,5006,781,1338,5675,0,0,66915,0,9174,173442,54
11-12,173,77537,0,9345,365,1471,5105,0,0,62165,1070044,6403,1232608,494
12-13,610,65959,0,6532,77,103,4486,692,0,43956,0,0,122415,33
13-14,16,30472,0,2630,52,80,2201,0,0,25167,0,0,60618,18
14-15,64,70044,0,6599,356,96,4485,0,0,63524,579307,6586,731061,198
15-16,53,54638,0,2029,76,6,3362,0,0,45677,151948,1753,259542,84
16-17,24,53350,0,2448,12,16,3015,0,0,38746,127779,1942,227332,59
17-18,50,29123,0,1858,80,257,2103,0,0,29513,122425,2089,187498,58
18-19,20,17337,0,1232,52,13,1346,0,0,15070,0,478,35548,8
19-20,33,10192,0,563,21,14,779,692,0,8027,0,1268,21589,6
20-21,24,27926,0,1615,34,20,1964,0,0,32306,223778,747,288414,77
21-22,24,10465,0,730,26,8,668,0,0,10263,21856,324,44364,22
22-23,8,2918,0,251,0,0,217,0,0,2596,14737,0,20727,7
23-24,0,390,0,71,0,0,28,0,0,198,68,0,755,0
