hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,0,0,0,0,4,0,4,0
1-2,0,0,0,0,0,0,3,0,0,0,0,0,3,0
4-5,0,0,781,0,0,0,0,0,0,0,0,0,781,1
5-6,0,117,0,15,0,0,43,0,0,180,21965,557,22877,9
6-7,0,2805,0,164,0,0,266,0,0,2489,2316,1035,9075,1
7-8,0,6620,0,454,6,6,516,0,0,7762,11960,288,27612,8
8-9,8,6737,0,498,0,0,682,0,0,7876,73362,2245,91408,24
9-10,0,421,0,2,0,0,30,0,0,170,3015,1448,5086,1
10-11,0,3184,0,191,0,0,252,0,0,3654,28806,3979,40066,12
11-12,0,0,0,0,0,0,6,0,0,0,249,3588,3843,1
12-13,0,0,0,0,0,0,6,0,0,0,0,3887,3893,1
13-14,0,0,0,0,0,0,3,0,0,0,0,934,937,0
14-15,0,1068,0,5,0,0,67,0,0,512,0,1756,3408,0
15-16,0,3051,0,130,0,0,187,0,0,3148,28,1654,8198,2
16-17,0,4863,0,46,0,0,268,0,0,5600,0,1018,11795,5
17-18,0,2975,0,47,0,0,162,0,0,2668,57,856,6765,2
18-19,0,3210,0,36,0,0,188,0,0,3367,28,1330,8159,10
19-20,0,0,0,0,0,0,2,0,0,0,0,697,699,0
20-21,0,181,0,250,0,0,30,0,0,253,8134,232,9080,13
21-22,0,0,0,0,0,0,0,0,0,0,0,228,228,0
22-23,0,0,0,0,0,0,0,0,0,0,0,297,297,0
