hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,4527,0,267,0,6,358,0,0,4929,8883,314,19284,29
1-2,0,1980,0,177,44,2,214,0,0,1990,22376,446,27229,13
2-3,0,0,0,0,0,0,0,0,0,0,54,243,297,0
3-4,0,1143,0,185,0,3,89,0,0,660,11859,11,13950,4
4-5,0,6912,0,100,0,0,610,0,0,7686,8779,0,24087,9
5-6,36,25856,0,1950,14,6,1850,0,0,22676,226745,548,279681,75
6-7,4,17982,0,1653,6,22,1468,0,0,14340,164721,689,200885,52
7-8,69,59506,0,5108,115,43,4244,0,0,44928,331574,1728,447315,122
8-9,52,54910,0,3774,96,20,3991,0,0,45438,464031,1512,573824,157
9-10,64,90608,6010,6459,168,1755,6580,0,0,80454,791484,2042,985624,273
10-11,52,63015,0,3797,182,54,5137,0,0,62560,570313,3356,708466,194
11-12,44,66384,0,4580,95,73,4828,0,0,58198,513506,2274,649982,178
12-13,32,59501,0,4901,141,80,5094,0,0,51580,511412,1172,633913,174
13-14,32,37696,0,3155,66,281,10933,0,0,44069,547752,2131,646115,177
14-15,56,36537,0,2991,99,89,4107,0,0,31508,344276,1087,420750,114
15-16,12,30116,13,2217,41,87,2504,0,0,22221,221021,999,279231,75
16-17,24,42555,0,2876,54,27,3059,0,0,35918,246215,1379,332107,88
17-18,17,7841,0,946,27,9,769,0,0,8748,121764,439,140560,114
21-22,44,97626,13,5682,85,81,8088,0,0,68911,485923,0,666453,368
22-23,0,2177,0,82,0,0,128,0,0,1212,2194,2911,8704,4
23-24,0,601,0,80,0,0,69,0,0,166,3182,1,4099,0
