hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,4,1006,0,303,6,3,68,0,0,806,4952,9,7157,9
1-2,0,220,0,22,0,0,13,0,0,246,25,0,526,0
3-4,0,0,0,0,0,0,2,0,0,0,179,0,181,0
4-5,0,0,0,2,0,0,0,0,0,12,0,0,14,0
5-6,0,1927,0,48,0,0,78,0,0,766,50,0,2869,1
6-7,4,17976,0,1218,0,14,1094,0,0,12443,25377,353,58479,19
7-8,4,22290,0,2119,22,31,1372,0,0,17321,42549,101,85809,26
8-9,12,20246,0,1009,20,37,1767,0,0,24922,141592,419,190024,50
9-10,0,1326,0,77,7,0,124,0,0,1678,64437,216,67865,22
10-11,8,12038,0,718,36,5,853,0,0,8009,116074,331,138072,37
11-12,0,10187,0,206,0,0,592,0,0,7006,3790,0,21781,7
12-13,4,7235,0,781,6,9,463,0,0,3716,84270,58,96542,31
13-14,0,620,0,35,0,0,33,0,0,613,356,0,1657,0
14-15,0,1364,0,190,0,0,86,0,0,1232,443,0,3315,0
15-16,0,3625,0,40,0,0,183,0,0,1599,695,0,6142,3
16-17,4,8589,60,130,0,0,447,0,0,6976,29953,4,46163,27
17-18,0,261,0,121,7,0,27,0,0,591,28958,110,30075,24
18-19,0,170,0,35,0,0,10,0,0,245,18311,104,18875,5
19-20,0,402,0,6,0,27775,19,0,0,248,3361,50,31861,48
20-21,19672,9721,9215,662,6,248966,488,0,0,4643,27898,118,321389,124
21-22,0,496,0,42,0,21621,39,0,0,412,45192,52,67854,73
22-23,0,1808,0,55,0,0,34,0,0,89960,50,0,91907,50
23-24,0,71,0,1,0,0,8,0,0,245,0,0,325,0
