hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
4-5,0,0,781,0,0,0,0,0,0,0,0,0,781,1
5-6,0,0,0,0,0,0,3,0,0,0,0,42,45,0
6-7,0,184,0,1,0,0,3,0,0,93,0,47,328,0
7-8,0,0,0,0,0,0,0,0,0,124,0,416,540,0
8-9,0,216,0,20,0,0,15,0,0,241,29,501,1022,0
9-10,0,0,0,0,0,0,0,0,0,0,0,5,5,0
10-11,0,0,0,0,0,0,0,0,0,0,0,670,670,0
11-12,0,0,0,0,0,0,9,0,0,0,0,670,679,0
12-13,0,0,0,3,0,0,0,0,0,38,0,676,717,0
13-14,0,0,0,0,0,0,0,0,0,0,0,392,392,0
14-15,0,0,0,0,0,0,2,0,0,0,0,4,6,0
16-17,0,1458,0,32,0,0,64,0,0,760,0,0,2314,1
18-19,0,0,0,0,0,0,0,0,0,0,0,282,282,0
19-20,0,0,0,0,0,0,0,0,0,0,0,413,413,0
20-21,0,0,0,0,0,0,0,0,0,0,0,60,60,0
21-22,0,0,0,0,0,0,0,0,0,0,0,36,36,0
22-23,0,0,0,0,0,0,0,0,0,0,0,61,61,0
23-24,0,0,0,0,0,0,0,0,0,0,0,121,121,0
