hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,464,5858,0,0,0,0,0,0,0,0,0,0,6,666,0,0
1-2,94876,52,28035,50,128,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,0,0,0,0,0,0,235,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,3,26,48,342,0,0,62,1409,0,0,0,0,24,185,42,278,65,561,9,76,0,0
4-5,200,500,406,1018,2054,2046,2709,3149,1520,2216,3227,3660,343,1198,2226,2744,93226,6180,525,1075,0,0
5-6,25,329,132,898,1632,2914,38521,7601,2900,4615,1239,3249,83,1018,555,2458,11685,4725,382,957,0,0
6-7,662,1169,663,1558,4901,3085,7309,6300,6737,5558,8006,6156,534,1736,3622,3927,132785,7941,768,1662,0,0
7-8,1172,1525,628,1642,4558,3325,7184,5739,4042,5204,6282,5805,752,1969,5199,5108,249117,9363,1047,2092,0,0
8-9,42,521,299,1193,1083,2804,7343,4719,1116,5013,1658,4470,197,1586,963,2983,64072,6098,276,915,0,0
9-10,366,1244,252,1513,5346,3799,11985,6502,8196,6206,5438,6779,463,1953,3644,4405,121792,8155,1080,2065,0,0
10-11,1146,2696,326,1260,5217,3329,16275,7047,5673,5490,4581,5684,261,1806,4588,4657,238567,8280,1176,2230,0,0
11-12,259,1674,115,1689,2175,2938,12331,5913,2548,4913,2861,4759,271,1985,3151,4634,62971,6823,564,1351,0,0
12-13,1047,2685,314,840,4910,4037,9012,5403,7253,6240,2734,4785,311,1328,2450,4789,134414,8386,471,1095,0,0
13-14,1035,3812,113,896,1253,2268,8228,5975,1001,3456,1866,4173,272,1311,2452,4566,94344,6978,558,1375,0,0
14-15,2976,3066,93,1463,827,2113,4109,4735,762,3373,1064,2735,129,1165,776,3060,56266,6568,405,1174,0,0
15-16,7581,2338,213,1489,785,2482,3971,4582,396,2903,1174,3650,169,1383,894,3936,57580,7140,473,1460,0,0
16-17,10531,3686,140,920,977,2602,7652,5883,1022,4308,1445,4473,102,1333,809,3612,24663,6133,389,1416,0,0
17-18,164,1987,66,563,601,2394,2914,3908,702,3568,1126,3940,186,1438,1176,5179,29277,5426,693,1839,0,0
18-19,275,3612,36,1103,636,1859,5350,4795,382,2576,175,1573,24,292,802,4647,23045,5046,87,565,0,0
19-20,135,1620,309,1433,179,1667,1920,4147,257,2317,249,998,49,930,547,2677,14620,5357,42,643,0,0
20-21,61,1413,56,480,194,1503,3221,4323,101,1542,342,1835,91,1296,363,3678,62411,6093,120,916,0,0
21-22,10,454,0,0,0,0,1855,6087,0,0,0,0,0,0,0,0,1895,3305,366,3235,0,0
22-23,9,529,128,2394,1304,6122,156,1020,2454,9126,465,9489,48,1511,206,4121,0,0,9,900,0,0
23-24,0,0,0,0,0,0,561,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
