hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,199,0,53,0,0,19,0,0,124,270,0,665,0
1-2,0,304,0,43,0,0,24,0,0,196,56,0,623,0
2-3,0,423,0,78,0,0,29,0,0,361,94,594,1579,0
3-4,0,99,0,19,0,0,9,0,0,66,208,0,401,0
4-5,12,8158,0,565,0,2,689,0,0,6032,5997991,168,6013617,1669
5-6,4,14617,0,328,0,0,896,0,0,11305,3050376,32,3077558,1282
6-7,64,57068,0,3319,128,30,5561,0,0,63237,57009058,2889,57141354,15868
7-8,40,45719,0,3393,107,173,4271,0,0,39716,33448461,2777,33544657,11178
8-9,8,25134,0,1264,62,10,1901,0,0,24624,252234,1725993,2031230,240264
9-10,36,39049,0,2267,65,16,3024,0,0,39018,21363056,1818,21448349,7148
10-11,48,61576,0,3962,179,40,4669,0,0,55670,33386650,3204,33515998,9307
11-12,28,38961,0,2120,141,40,3108,0,0,43651,40509959,3725,40601733,17314
12-13,79,53432,0,4748,169,136,4114,0,0,48484,27587377,3513,27702052,7691
13-14,42,52433,4,2878,114,127,3657,0,0,45360,22334720,2838,22442173,7477
14-15,41,45003,0,2507,47,33,3182,0,0,44663,25091790,3071,25190337,6993
21-22,0,114428,0,4612,0,516,8281,0,0,87405,7394783,0,7610025,3198
